,time,infection_status,risk_group,count
0,0,i,g0-00,2
1,0,i,g0-01,2
2,0,i,g0-10,1
3,0,i,g0-11,1
4,0,i,g1-00,2
5,0,i,g1-01,2
6,0,i,g1-10,3
7,0,i,g1-11,3
8,0,s,g0-00,1184
9,0,s,g0-01,817
10,0,s,g0-10,1228
11,0,s,g0-11,775
12,0,s,g1-00,2812
13,0,s,g1-01,3179
14,0,s,g1-10,2768
15,0,s,g1-11,3221
16,1,i,g0-00,2
17,1,i,g0-01,1
18,1,i,g0-10,2
19,1,i,g1-00,3
20,1,i,g1-01,4
21,1,i,g1-10,2
22,1,i,g1-11,3
23,1,r,g0-10,1
24,1,r,g0-11,1
25,1,s,g0-00,1186
26,1,s,g0-01,795
27,1,s,g0-10,1205
28,1,s,g0-11,887
29,1,s,g1-00,2809
30,1,s,g1-01,3200
31,1,s,g1-10,2790
32,1,s,g1-11,3109
33,2,i,g0-00,5
34,2,i,g0-01,1
35,2,i,g0-10,5
36,2,i,g0-11,1
37,2,i,g1-00,1
38,2,i,g1-01,4
39,2,i,g1-10,1
40,2,i,g1-11,2
41,2,r,g1-00,1
42,2,r,g1-01,1
43,2,r,g1-10,1
44,2,r,g1-11,1
45,2,s,g0-00,1223
46,2,s,g0-01,843
47,2,s,g0-10,1133
48,2,s,g0-11,795
49,2,s,g1-00,2770
50,2,s,g1-01,3151
51,2,s,g1-10,2860
52,2,s,g1-11,3201
53,3,i,g0-00,5
54,3,i,g0-01,1
55,3,i,g0-10,6
56,3,i,g0-11,2
57,3,i,g1-00,3
58,3,i,g1-01,3
59,3,i,g1-10,1
60,3,i,g1-11,1
61,3,r,g0-00,1
62,3,r,g1-01,2
63,3,r,g1-10,1
64,3,r,g1-11,1
65,3,s,g0-00,1216
66,3,s,g0-01,822
67,3,s,g0-10,1227
68,3,s,g0-11,824
69,3,s,g1-00,2775
70,3,s,g1-01,3172
71,3,s,g1-10,2765
72,3,s,g1-11,3172
73,4,i,g0-00,2
74,4,i,g0-01,2
75,4,i,g0-10,4
76,4,i,g0-11,2
77,4,i,g1-00,5
78,4,i,g1-01,4
79,4,i,g1-10,2
80,4,r,g0-00,1
81,4,r,g0-10,2
82,4,r,g1-00,1
83,4,r,g1-01,4
84,4,r,g1-11,2
85,4,s,g0-00,1158
86,4,s,g0-01,793
87,4,s,g0-10,1202
88,4,s,g0-11,827
89,4,s,g1-00,2833
90,4,s,g1-01,3197
91,4,s,g1-10,2790
92,4,s,g1-11,3169
93,5,i,g0-00,3
94,5,i,g0-01,3
95,5,i,g0-10,4
96,5,i,g1-00,4
97,5,i,g1-01,2
98,5,i,g1-10,1
99,5,i,g1-11,2
100,5,r,g0-00,3
101,5,r,g0-01,1
102,5,r,g0-10,2
103,5,r,g0-11,1
104,5,r,g1-00,1
105,5,r,g1-01,4
106,5,r,g1-10,2
107,5,r,g1-11,1
108,5,s,g0-00,1205
109,5,s,g0-01,848
110,5,s,g0-10,1166
111,5,s,g0-11,847
112,5,s,g1-00,2784
113,5,s,g1-01,3142
114,5,s,g1-10,2825
115,5,s,g1-11,3149
116,6,i,g0-00,3
117,6,i,g0-01,6
118,6,i,g0-10,3
119,6,i,g0-11,2
120,6,i,g1-00,5
121,6,i,g1-01,2
122,6,i,g1-10,2
123,6,r,g0-00,1
124,6,r,g0-01,2
125,6,r,g0-10,3
126,6,r,g0-11,1
127,6,r,g1-00,3
128,6,r,g1-01,3
129,6,r,g1-10,3
130,6,r,g1-11,2
131,6,s,g0-00,1172
132,6,s,g0-01,857
133,6,s,g0-10,1207
134,6,s,g0-11,795
135,6,s,g1-00,2816
136,6,s,g1-01,3130
137,6,s,g1-10,2782
138,6,s,g1-11,3200
139,7,i,g0-00,6
140,7,i,g0-01,2
141,7,i,g0-10,2
142,7,i,g0-11,1
143,7,i,g1-00,2
144,7,i,g1-01,8
145,7,i,g1-10,2
146,7,i,g1-11,1
147,7,r,g0-00,2
148,7,r,g0-01,2
149,7,r,g0-10,2
150,7,r,g1-00,2
151,7,r,g1-01,4
152,7,r,g1-10,5
153,7,r,g1-11,3
154,7,s,g0-00,1188
155,7,s,g0-01,844
156,7,s,g0-10,1206
157,7,s,g0-11,852
158,7,s,g1-00,2800
