,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-01,2
2,0,i,g0-10,2
3,0,i,g0-11,2
4,0,i,g1-00,1
5,0,i,g1-01,2
6,0,i,g1-10,2
7,0,i,g1-11,2
8,0,s,g0-00,1219
9,0,s,g0-01,832
10,0,s,g0-10,1173
11,0,s,g0-11,834
12,0,s,g1-00,2777
13,0,s,g1-01,3164
14,0,s,g1-10,2823
15,0,s,g1-11,3162
16,1,i,g0-00,5
17,1,i,g0-01,1
18,1,i,g0-10,1
19,1,i,g0-11,2
20,1,i,g1-00,2
21,1,i,g1-01,4
22,1,i,g1-10,2
23,1,i,g1-11,3
24,1,r,g0-01,1
25,1,r,g1-10,2
26,1,s,g0-00,1166
27,1,s,g0-01,853
28,1,s,g0-10,1212
29,1,s,g0-11,787
30,1,s,g1-00,2827
31,1,s,g1-01,3141
32,1,s,g1-10,2783
33,1,s,g1-11,3208
34,2,i,g0-00,5
35,2,i,g0-01,3
36,2,i,g0-10,1
37,2,i,g0-11,3
38,2,i,g1-00,2
39,2,i,g1-01,2
40,2,i,g1-10,1
41,2,i,g1-11,3
42,2,r,g0-10,1
43,2,r,g1-01,2
44,2,r,g1-10,2
45,2,r,g1-11,1
46,2,s,g0-00,1173
47,2,s,g0-01,817
48,2,s,g0-10,1234
49,2,s,g0-11,853
50,2,s,g1-00,2820
51,2,s,g1-01,3176
52,2,s,g1-10,2761
53,2,s,g1-11,3140
54,3,i,g0-00,5
55,3,i,g0-10,2
56,3,i,g0-11,1
57,3,i,g1-00,5
58,3,i,g1-01,5
59,3,i,g1-10,1
60,3,i,g1-11,5
61,3,r,g0-01,1
62,3,r,g0-10,1
63,3,r,g0-11,1
64,3,r,g1-01,2
65,3,r,g1-10,2
66,3,r,g1-11,1
67,3,s,g0-00,1166
68,3,s,g0-01,828
69,3,s,g0-10,1248
70,3,s,g0-11,802
71,3,s,g1-00,2824
72,3,s,g1-01,3164
73,3,s,g1-10,2746
74,3,s,g1-11,3190
75,4,i,g0-00,5
76,4,i,g0-01,3
77,4,i,g0-10,1
78,4,i,g0-11,3
79,4,i,g1-00,6
80,4,i,g1-01,3
81,4,i,g1-10,5
82,4,i,g1-11,6
83,4,r,g0-01,1
84,4,r,g1-01,3
85,4,r,g1-10,3
86,4,r,g1-11,4
87,4,s,g0-00,1227
88,4,s,g0-01,815
89,4,s,g0-10,1172
90,4,s,g0-11,816
91,4,s,g1-00,2762
92,4,s,g1-01,3175
93,4,s,g1-10,2819
94,4,s,g1-11,3171
95,5,i,g0-00,5
96,5,i,g0-01,3
