,time,infection_status,risk_group,count
0,0,i,g0-00,2
1,0,i,g0-10,1
2,0,i,g0-11,2
3,0,i,g1-00,2
4,0,i,g1-01,4
5,0,i,g1-10,3
6,0,i,g1-11,2
7,0,s,g0-00,1267
8,0,s,g0-01,835
9,0,s,g0-10,1220
10,0,s,g0-11,756
11,0,s,g1-00,2729
12,0,s,g1-01,3161
13,0,s,g1-10,2776
14,0,s,g1-11,3240
15,1,i,g0-00,2
16,1,i,g0-01,2
17,1,i,g0-10,2
18,1,i,g0-11,2
19,1,i,g1-00,1
20,1,i,g1-01,5
21,1,i,g1-10,1
22,1,i,g1-11,2
23,1,r,g1-00,1
24,1,r,g1-01,1
25,1,r,g1-10,1
26,1,r,g1-11,2
27,1,s,g0-00,1221
28,1,s,g0-01,837
29,1,s,g0-10,1160
30,1,s,g0-11,845
31,1,s,g1-00,2775
32,1,s,g1-01,3155
33,1,s,g1-10,2836
34,1,s,g1-11,3149
35,2,i,g0-01,3
36,2,i,g0-10,1
37,2,i,g0-11,1
38,2,i,g1-00,4
39,2,i,g1-01,5
40,2,i,g1-10,1
41,2,i,g1-11,5
42,2,r,g0-00,1
43,2,r,g0-10,1
44,2,r,g1-01,2
45,2,r,g1-10,1
46,2,r,g1-11,2
47,2,s,g0-00,1169
48,2,s,g0-01,846
49,2,s,g0-10,1215
50,2,s,g0-11,826
51,2,s,g1-00,2826
52,2,s,g1-01,3144
53,2,s,g1-10,2781
54,2,s,g1-11,3166
55,3,i,g0-00,3
56,3,i,g0-01,4
57,3,i,g0-10,2
58,3,i,g0-11,5
59,3,i,g1-00,1
60,3,i,g1-01,6
61,3,i,g1-11,3
62,3,r,g0-01,2
63,3,r,g0-11,1
64,3,r,g1-00,1
65,3,r,g1-01,1
66,3,r,g1-10,2
67,3,r,g1-11,2
68,3,s,g0-00,1217
69,3,s,g0-01,802
70,3,s,g0-10,1150
71,3,s,g0-11,824
72,3,s,g1-00,2778
73,3,s,g1-01,3185
74,3,s,g1-10,2846
75,3,s,g1-11,3165
76,4,i,g0-00,3
77,4,i,g0-01,5
78,4,i,g0-10,1
79,4,i,g0-11,6
80,4,i,g1-00,2
81,4,i,g1-01,10
82,4,i,g1-10,3
83,4,i,g1-11,11
84,4,r,g0-10,1
85,4,r,g0-11,1
86,4,r,g1-00,1
87,4,r,g1-01,3
88,4,r,g1-10,1
89,4,r,g1-11,2
90,4,s,g0-00,1190
91,4,s,g0-01,828
92,4,s,g0-10,1166
93,4,s,g0-11,821
94,4,s,g1-00,2804
95,4,s,g1-01,3154
96,4,s,g1-10,2828
97,4,s,g1-11,3159
98,5,i,g0-00,5
99,5,i,g0-01,6
100,5,i,g0-10,5
101,5,i,g0-11,8
102,5,i,g1-00,4
103,5,i,g1-01,10
104,5,i,g1-10,2
105,5,i,g1-11,12
106,5,r,g0-10,1
107,5,r,g1-00,1
108,5,r,g1-01,5
109,5,r,g1-10,2
110,5,r,g1-11,4
111,5,s,g0-00,1186
112,5,s,g0-01,838
113,5,s,g0-10,1208
114,5,s,g0-11,813
115,5,s,g1-00,2804
116,5,s,g1-01,3141
117,5,s,g1-10,2782
118,5,s,g1-11,3163
119,6,i,g0-00,6
120,6,i,g0-01,8
121,6,i,g0-10,7
122,6,i,g0-11,9
123,6,i,g1-00,5
124,6,i,g1-01,11
125,6,i,g1-10,5
126,6,i,g1-11,9
127,6,r,g0-00,1
128,6,r,g0-01,3
129,6,r,g0-10,2
130,6,r,g0-11,4
131,6,r,g1-00,1
132,6,r,g1-01,4
133,6,r,g1-10,2
134,6,r,g1-11,4
135,6,s,g0-00,1191
136,6,s,g0-01,799
137,6,s,g0-10,1161
138,6,s,g0-11,830
139,6,s,g1-00,2796
140,6,s,g1-01,3175
141,6,s,g1-10,2823
142,6,s,g1-11,3144
143,7,i,g0-00,6
144,7,i,g0-01,10
145,7,i,g0-10,11
146,7,i,g0-11,10
147,7,i,g1-00,7
148,7,i,g1-01,10
149,7,i,g1-10,4
150,7,i,g1-11,12
151,7,r,g0-01,1
152,7,r,g0-10,3
153,7,r,g0-11,3
154,7,r,g1-00,2
155,7,r,g1-01,7
156,7,r,g1-10,1
157,7,r,g1-11,7
158,7,s,g0-00,1227
159,7,s,g0-01,831
160,7,s,g0-10,1172
161,7,s,g0-11,803
162,7,s,g1-00,2758
163,7,s,g1-01,3141
164,7,s,g1-10,2809
165,7,s,g1-11,3165
166,8,i,g0-00,10
167,8,i,g0-01,10
168,8,i,g0-10,10
169,8,i,g0-11,12
170,8,i,g1-00,6
171,8,i,g1-01,11
172,8,i,g1-10,7
173,8,i,g1-11,11
174,8,r,g0-01,2
175,8,r,g0-10,2
176,8,r,g0-11,2
177,8,r,g1-00,3
178,8,r,g1-01,9
179,8,r,g1-10,3
180,8,r,g1-11,12
181,8,s,g0-00,1164
182,8,s,g0-01,822
183,8,s,g0-10,1245
184,8,s,g0-11,853
185,8,s,g1-00,2817
186,8,s,g1-01,3146
187,8,s,g1-10,2733
188,8,s,g1-11,3110
189,9,i,g0-00,13
190,9,i,g0-01,9
191,9,i,g0-10,11
192,9,i,g0-11,14
193,9,i,g1-00,7
194,9,i,g1-01,17
195,9,i,g1-10,9
196,9,i,g1-11,16
197,9,r,g0-00,1
198,9,r,g0-01,4
199,9,r,g0-10,4
200,9,r,g0-11,4
201,9,r,g1-00,3
202,9,r,g1-01,10
203,9,r,g1-10,2
204,9,r,g1-11,12
205,9,s,g0-00,1205
206,9,s,g0-01,875
207,9,s,g0-10,1157
208,9,s,g0-11,849
209,9,s,g1-00,2771
210,9,s,g1-01,3085
211,9,s,g1-10,2817
212,9,s,g1-11,3105
213,10,i,g0-00,17
214,10,i,g0-01,14
215,10,i,g0-10,11
216,10,i,g0-11,17
217,10,i,g1-00,8
218,10,i,g1-01,26
219,10,i,g1-10,14
220,10,i,g1-11,18
221,10,r,g0-00,1
222,10,r,g0-01,3
223,10,r,g0-10,1
224,10,r,g0-11,5
225,10,r,g1-00,5
226,10,r,g1-01,12
227,10,r,g1-10,8
228,10,r,g1-11,14
229,10,s,g0-00,1175
230,10,s,g0-01,818
231,10,s,g0-10,1199
232,10,s,g0-11,865
233,10,s,g1-00,2794
234,10,s,g1-01,3127
235,10,s,g1-10,2767
236,10,s,g1-11,3081
237,11,i,g0-00,18
238,11,i,g0-01,17
239,11,i,g0-10,21
240,11,i,g0-11,20
241,11,i,g1-00,15
242,11,i,g1-01,29
243,11,i,g1-10,13
244,11,i,g1-11,25
245,11,r,g0-00,2
246,11,r,g0-01,3
247,11,r,g0-10,2
248,11,r,g0-11,6
249,11,r,g1-00,4
250,11,r,g1-01,19
251,11,r,g1-10,10
252,11,r,g1-11,17
253,11,s,g0-00,1188
254,11,s,g0-01,832
255,11,s,g0-10,1228
256,11,s,g0-11,812
257,11,s,g1-00,2773
258,11,s,g1-01,3100
259,11,s,g1-10,2726
260,11,s,g1-11,3120
261,12,i,g0-00,27
262,12,i,g0-01,20
263,12,i,g0-10,18
264,12,i,g0-11,18
265,12,i,g1-00,15
266,12,i,g1-01,30
267,12,i,g1-10,17
268,12,i,g1-11,32
269,12,r,g0-00,1
270,12,r,g0-01,10
271,12,r,g0-10,6
272,12,r,g0-11,3
273,12,r,g1-00,11
274,12,r,g1-01,22
275,12,r,g1-10,9
276,12,r,g1-11,25
277,12,s,g0-00,1211
278,12,s,g0-01,803
279,12,s,g0-10,1184
280,12,s,g0-11,891
281,12,s,g1-00,2735
282,12,s,g1-01,3115
283,12,s,g1-10,2766
284,12,s,g1-11,3031
285,13,i,g0-00,29
286,13,i,g0-01,20
287,13,i,g0-10,19
288,13,i,g0-11,21
