,time,infection_status,risk_group,count
0,0,i,g0-00,2
1,0,i,g0-01,1
2,0,i,g0-10,2
3,0,i,g0-11,1
4,0,i,g1-00,2
5,0,i,g1-01,3
6,0,i,g1-10,2
7,0,i,g1-11,3
8,0,s,g0-00,1196
9,0,s,g0-01,801
10,0,s,g0-10,1195
11,0,s,g0-11,814
12,0,s,g1-00,2800
13,0,s,g1-01,3195
14,0,s,g1-10,2801
15,0,s,g1-11,3182
16,1,i,g0-00,3
17,1,i,g0-01,1
18,1,i,g0-10,3
19,1,i,g0-11,3
20,1,i,g1-00,3
21,1,i,g1-01,5
22,1,i,g1-10,1
23,1,r,g0-11,1
24,1,r,g1-10,1
25,1,r,g1-11,2
26,1,s,g0-00,1200
27,1,s,g0-01,842
28,1,s,g0-10,1203
29,1,s,g0-11,835
30,1,s,g1-00,2794
31,1,s,g1-01,3152
32,1,s,g1-10,2792
33,1,s,g1-11,3159
34,2,i,g0-00,3
35,2,i,g0-01,5
36,2,i,g0-10,3
37,2,i,g0-11,2
38,2,i,g1-00,1
39,2,i,g1-01,2
40,2,i,g1-11,2
41,2,r,g0-10,1
42,2,r,g0-11,1
43,2,r,g1-00,2
44,2,r,g1-01,1
45,2,r,g1-10,1
46,2,r,g1-11,2
47,2,s,g0-00,1234
48,2,s,g0-01,828
49,2,s,g0-10,1187
50,2,s,g0-11,848
51,2,s,g1-00,2760
52,2,s,g1-01,3164
53,2,s,g1-10,2808
54,2,s,g1-11,3145
55,3,i,g0-00,2
56,3,i,g0-01,4
57,3,i,g0-10,2
58,3,i,g0-11,5
59,3,i,g1-00,2
60,3,i,g1-01,3
61,3,i,g1-10,1
62,3,i,g1-11,4
63,3,r,g0-00,1
64,3,r,g0-10,1
65,3,r,g0-11,1
66,3,r,g1-00,3
67,3,r,g1-01,2
68,3,r,g1-10,1
69,3,r,g1-11,2
70,3,s,g0-00,1194
71,3,s,g0-01,797
72,3,s,g0-10,1187
73,3,s,g0-11,821
74,3,s,g1-00,2798
75,3,s,g1-01,3194
76,3,s,g1-10,2808
77,3,s,g1-11,3167
78,4,i,g0-00,1
79,4,i,g0-01,2
80,4,i,g0-11,6
81,4,i,g1-00,3
82,4,i,g1-01,6
83,4,i,g1-10,3
84,4,i,g1-11,7
85,4,r,g1-00,4
86,4,r,g1-01,2
87,4,r,g1-10,2
88,4,r,g1-11,4
89,4,s,g0-00,1204
90,4,s,g0-01,806
91,4,s,g0-10,1154
92,4,s,g0-11,840
93,4,s,g1-00,2788
94,4,s,g1-01,3184
95,4,s,g1-10,2841
96,4,s,g1-11,3143
97,5,i,g0-00,3
98,5,i,g0-01,3
99,5,i,g0-10,3
100,5,i,g0-11,7
101,5,i,g1-00,1
102,5,i,g1-01,5
103,5,i,g1-10,1
104,5,i,g1-11,8
105,5,r,g0-00,2
106,5,r,g0-01,1
107,5,r,g1-00,2
108,5,r,g1-01,4
109,5,r,g1-10,2
110,5,r,g1-11,5
111,5,s,g0-00,1248
112,5,s,g0-01,833
113,5,s,g0-10,1207
114,5,s,g0-11,836
115,5,s,g1-00,2744
116,5,s,g1-01,3154
117,5,s,g1-10,2787
118,5,s,g1-11,3144
119,6,i,g0-00,2
120,6,i,g0-01,1
121,6,i,g0-10,1
122,6,i,g0-11,6
123,6,i,g1-00,2
124,6,i,g1-01,6
125,6,i,g1-10,1
126,6,i,g1-11,10
127,6,r,g0-00,1
128,6,r,g0-10,2
129,6,r,g0-11,3
130,6,r,g1-00,4
131,6,r,g1-01,6
132,6,r,g1-10,2
133,6,r,g1-11,4
134,6,s,g0-00,1205
135,6,s,g0-01,788
136,6,s,g0-10,1204
137,6,s,g0-11,796
138,6,s,g1-00,2786
139,6,s,g1-01,3199
140,6,s,g1-10,2790
141,6,s,g1-11,3181
142,7,i,g0-00,2
143,7,i,g0-01,4
144,7,i,g0-11,6
145,7,i,g1-00,3
146,7,i,g1-01,8
147,7,i,g1-10,4
148,7,i,g1-11,8
149,7,r,g0-00,2
150,7,r,g0-01,1
151,7,r,g0-11,2
152,7,r,g1-00,5
153,7,r,g1-01,5
154,7,r,g1-10,4
155,7,r,g1-11,8
156,7,s,g0-00,1135
157,7,s,g0-01,861
158,7,s,g0-10,1210
159,7,s,g0-11,830
160,7,s,g1-00,2853
161,7,s,g1-01,3121
162,7,s,g1-10,2782
163,7,s,g1-11,3146
164,8,i,g0-00,2
165,8,i,g0-01,6
166,8,i,g0-10,4
167,8,i,g0-11,9
168,8,i,g1-00,3
169,8,i,g1-01,11
170,8,i,g1-11,6
171,8,r,g0-00,2
172,8,r,g0-11,2
173,8,r,g1-00,6
174,8,r,g1-01,7
175,8,r,g1-10,4
176,8,r,g1-11,10
177,8,s,g0-00,1213
178,8,s,g0-01,857
179,8,s,g0-10,1222
180,8,s,g0-11,827
