,time,infection_status,risk_group,count
0,0,i,g0-00,1
1,0,i,g0-01,1
2,0,i,g0-10,1
3,0,i,g1-00,3
4,0,i,g1-01,3
5,0,i,g1-10,3
6,0,i,g1-11,4
7,0,s,g0-00,1143
8,0,s,g0-01,726
9,0,s,g0-10,1131
10,0,s,g0-11,786
11,0,s,g1-00,2853
12,0,s,g1-01,3270
13,0,s,g1-10,2865
14,0,s,g1-11,3210
15,1,i,g0-00,3
16,1,i,g0-10,3
17,1,i,g0-11,3
18,1,i,g1-01,5
19,1,i,g1-10,1
20,1,i,g1-11,4
21,1,r,g0-10,1
22,1,r,g1-00,1
23,1,s,g0-00,1113
24,1,s,g0-01,743
25,1,s,g0-10,1147
26,1,s,g0-11,737
27,1,s,g1-00,2883
28,1,s,g1-01,3252
29,1,s,g1-10,2848
30,1,s,g1-11,3256
31,2,i,g0-00,2
32,2,i,g0-01,2
33,2,i,g0-10,3
34,2,i,g0-11,4
35,2,i,g1-00,2
36,2,i,g1-01,3
37,2,i,g1-10,2
38,2,i,g1-11,5
39,2,r,g0-00,1
40,2,r,g0-10,1
41,2,r,g1-01,1
42,2,s,g0-00,1120
43,2,s,g0-01,762
44,2,s,g0-10,1097
45,2,s,g0-11,769
46,2,s,g1-00,2875
47,2,s,g1-01,3232
48,2,s,g1-10,2897
49,2,s,g1-11,3222
50,3,i,g0-00,2
51,3,i,g0-01,1
52,3,i,g0-10,2
53,3,i,g0-11,4
54,3,i,g1-00,4
55,3,i,g1-01,2
56,3,i,g1-10,4
57,3,i,g1-11,3
58,3,r,g0-00,1
59,3,r,g1-01,3
60,3,r,g1-10,2
61,3,r,g1-11,2
62,3,s,g0-00,1130
63,3,s,g0-01,736
64,3,s,g0-10,1131
65,3,s,g0-11,708
66,3,s,g1-00,2863
67,3,s,g1-01,3258
68,3,s,g1-10,2861
69,3,s,g1-11,3283
70,4,i,g0-00,2
71,4,i,g0-01,3
72,4,i,g0-10,5
73,4,i,g0-11,2
74,4,i,g1-00,4
75,4,i,g1-01,2
76,4,i,g1-10,5
77,4,i,g1-11,5
78,4,r,g0-00,2
79,4,r,g0-01,2
80,4,r,g0-10,2
81,4,r,g0-11,1
82,4,r,g1-01,1
83,4,r,g1-10,1
84,4,r,g1-11,3
85,4,s,g0-00,1120
86,4,s,g0-01,781
87,4,s,g0-10,1146
88,4,s,g0-11,753
89,4,s,g1-00,2872
