,time,infection_status,risk_group,count
0,0,i,g0-00,1
1,0,i,g0-01,3
2,0,i,g0-11,3
3,0,i,g1-00,3
4,0,i,g1-01,1
5,0,i,g1-10,4
6,0,i,g1-11,1
7,0,s,g0-00,1201
8,0,s,g0-01,851
9,0,s,g0-10,1215
10,0,s,g0-11,830
11,0,s,g1-00,2795
12,0,s,g1-01,3145
13,0,s,g1-10,2781
14,0,s,g1-11,3166
15,1,i,g0-00,3
16,1,i,g0-01,5
17,1,i,g0-10,1
18,1,i,g0-11,2
19,1,i,g1-00,3
20,1,i,g1-10,2
21,1,i,g1-11,3
22,1,r,g1-10,1
23,1,s,g0-00,1170
24,1,s,g0-01,832
25,1,s,g0-10,1181
26,1,s,g0-11,850
27,1,s,g1-00,2824
28,1,s,g1-01,3163
29,1,s,g1-10,2815
30,1,s,g1-11,3145
31,2,i,g0-00,3
32,2,i,g0-01,2
33,2,i,g0-10,1
34,2,i,g0-11,2
35,2,i,g1-00,3
36,2,i,g1-01,3
37,2,i,g1-10,1
38,2,i,g1-11,3
39,2,r,g1-10,2
40,2,r,g1-11,1
41,2,s,g0-00,1243
42,2,s,g0-01,867
43,2,s,g0-10,1120
44,2,s,g0-11,841
45,2,s,g1-00,2751
46,2,s,g1-01,3128
47,2,s,g1-10,2876
48,2,s,g1-11,3153
49,3,i,g0-00,2
50,3,i,g0-01,1
51,3,i,g0-10,2
52,3,i,g0-11,1
53,3,i,g1-00,3
54,3,i,g1-01,5
55,3,i,g1-10,3
56,3,i,g1-11,6
57,3,r,g0-00,1
58,3,r,g1-10,2
59,3,r,g1-11,2
60,3,s,g0-00,1247
61,3,s,g0-01,821
62,3,s,g0-10,1231
63,3,s,g0-11,791
64,3,s,g1-00,2747
65,3,s,g1-01,3173
66,3,s,g1-10,2762
67,3,s,g1-11,3200
68,4,i,g0-00,5
69,4,i,g0-01,1
70,4,i,g0-10,2
71,4,i,g0-11,4
72,4,i,g1-00,2
73,4,i,g1-01,5
74,4,i,g1-10,4
75,4,i,g1-11,4
76,4,r,g0-00,1
77,4,r,g0-11,2
78,4,r,g1-01,1
79,4,r,g1-10,2
80,4,r,g1-11,1
81,4,s,g0-00,1258
82,4,s,g0-01,819
83,4,s,g0-10,1194
84,4,s,g0-11,777
85,4,s,g1-00,2734
86,4,s,g1-01,3174
87,4,s,g1-10,2798
88,4,s,g1-11,3212
89,5,i,g0-00,4
90,5,i,g0-01,2
91,5,i,g0-10,5
92,5,i,g0-11,5
93,5,i,g1-00,2
94,5,i,g1-01,6
95,5,i,g1-10,2
96,5,i,g1-11,4
