,time,infection_status,risk_group,count
0,0,i,g0-00,2
1,0,i,g0-10,3
2,0,i,g0-11,1
3,0,i,g1-00,2
4,0,i,g1-01,4
5,0,i,g1-10,1
6,0,i,g1-11,3
7,0,s,g0-00,610
8,0,s,g0-01,391
9,0,s,g0-10,1789
10,0,s,g0-11,1223
11,0,s,g1-00,1386
12,0,s,g1-01,1605
13,0,s,g1-10,4207
14,0,s,g1-11,4773
15,1,i,g0-01,1
16,1,i,g0-10,4
17,1,i,g0-11,3
18,1,i,g1-00,4
19,1,i,g1-01,2
20,1,i,g1-10,2
21,1,i,g1-11,3
22,1,r,g1-01,2
23,1,r,g1-11,1
24,1,s,g0-00,576
25,1,s,g0-01,386
26,1,s,g0-10,1727
27,1,s,g0-11,1233
28,1,s,g1-00,1420
29,1,s,g1-01,1609
30,1,s,g1-10,4267
31,1,s,g1-11,4760
32,2,i,g0-00,2
33,2,i,g0-10,5
34,2,i,g0-11,5
35,2,i,g1-00,2
36,2,i,g1-01,4
37,2,i,g1-10,6
38,2,i,g1-11,6
39,2,r,g0-11,1
40,2,r,g1-01,2
41,2,s,g0-00,573
42,2,s,g0-01,394
43,2,s,g0-10,1770
44,2,s,g0-11,1246
45,2,s,g1-00,1423
46,2,s,g1-01,1600
47,2,s,g1-10,4219
48,2,s,g1-11,4742
49,3,i,g0-00,4
50,3,i,g0-01,4
51,3,i,g0-10,8
52,3,i,g0-11,4
53,3,i,g1-00,3
54,3,i,g1-01,2
55,3,i,g1-10,6
56,3,i,g1-11,8
57,3,r,g0-11,1
58,3,r,g1-01,2
59,3,r,g1-10,1
60,3,r,g1-11,5
61,3,s,g0-00,598
62,3,s,g0-01,422
63,3,s,g0-10,1846
64,3,s,g0-11,1250
65,3,s,g1-00,1395
66,3,s,g1-01,1570
67,3,s,g1-10,4139
68,3,s,g1-11,4732
69,4,i,g0-00,4
70,4,i,g0-01,1
71,4,i,g0-10,10
72,4,i,g0-11,6
73,4,i,g1-00,5
74,4,i,g1-01,5
75,4,i,g1-10,5
76,4,i,g1-11,15
77,4,r,g0-10,2
78,4,r,g1-01,3
79,4,r,g1-10,1
80,4,r,g1-11,7
81,4,s,g0-00,592
82,4,s,g0-01,399
83,4,s,g0-10,1800
84,4,s,g0-11,1203
85,4,s,g1-00,1399
86,4,s,g1-01,1592
87,4,s,g1-10,4182
88,4,s,g1-11,4769
89,5,i,g0-00,4
90,5,i,g0-01,4
91,5,i,g0-10,8
92,5,i,g0-11,10
93,5,i,g1-00,3
94,5,i,g1-01,6
95,5,i,g1-10,7
96,5,i,g1-11,15
97,5,r,g0-01,2
98,5,r,g0-10,1
99,5,r,g0-11,1
100,5,r,g1-00,3
101,5,r,g1-01,2
102,5,r,g1-10,5
103,5,r,g1-11,9
104,5,s,g0-00,622
105,5,s,g0-01,413
106,5,s,g0-10,1771
107,5,s,g0-11,1224
108,5,s,g1-00,1368
109,5,s,g1-01,1573
110,5,s,g1-10,4208
111,5,s,g1-11,4741
112,6,i,g0-00,4
113,6,i,g0-01,5
114,6,i,g0-10,10
115,6,i,g0-11,8
116,6,i,g1-00,4
117,6,i,g1-01,6
118,6,i,g1-10,8
119,6,i,g1-11,21
