,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-01,2
2,0,i,g0-10,1
3,0,i,g0-11,2
4,0,i,g1-00,1
5,0,i,g1-01,2
6,0,i,g1-10,3
7,0,i,g1-11,2
8,0,s,g0-00,1197
9,0,s,g0-01,826
10,0,s,g0-10,1169
11,0,s,g0-11,873
12,0,s,g1-00,2799
13,0,s,g1-01,3170
14,0,s,g1-10,2827
15,0,s,g1-11,3123
16,1,i,g0-00,3
17,1,i,g0-01,2
18,1,i,g0-10,5
19,1,i,g0-11,1
20,1,i,g1-00,2
21,1,i,g1-01,3
22,1,i,g1-11,4
23,1,r,g1-10,1
24,1,s,g0-00,1239
25,1,s,g0-01,816
26,1,s,g0-10,1168
27,1,s,g0-11,785
28,1,s,g1-00,2756
29,1,s,g1-01,3179
30,1,s,g1-10,2826
31,1,s,g1-11,3210
32,2,i,g0-00,3
33,2,i,g0-01,1
34,2,i,g0-10,1
35,2,i,g0-11,3
36,2,i,g1-00,4
37,2,i,g1-01,6
38,2,i,g1-10,4
39,2,i,g1-11,3
40,2,r,g0-01,1
41,2,r,g1-01,1
42,2,r,g1-10,1
43,2,s,g0-00,1166
44,2,s,g0-01,854
45,2,s,g0-10,1189
46,2,s,g0-11,854
47,2,s,g1-00,2827
48,2,s,g1-01,3137
49,2,s,g1-10,2805
50,2,s,g1-11,3140
51,3,i,g0-00,8
52,3,i,g0-01,4
53,3,i,g0-10,2
54,3,i,g0-11,4
55,3,i,g1-00,2
56,3,i,g1-01,4
57,3,i,g1-10,1
58,3,i,g1-11,3
59,3,r,g0-01,1
60,3,r,g0-10,2
61,3,r,g0-11,1
62,3,r,g1-01,2
63,3,r,g1-10,4
64,3,s,g0-00,1162
65,3,s,g0-01,847
66,3,s,g0-10,1200
67,3,s,g0-11,804
68,3,s,g1-00,2828
69,3,s,g1-01,3142
70,3,s,g1-10,2791
71,3,s,g1-11,3188
72,4,i,g0-00,4
73,4,i,g0-01,3
74,4,i,g0-10,1
75,4,i,g0-11,4
76,4,i,g1-00,7
77,4,i,g1-01,6
78,4,i,g1-10,2
79,4,i,g1-11,3
80,4,r,g1-00,1
81,4,r,g1-01,4
82,4,r,g1-10,7
83,4,r,g1-11,2
84,4,s,g0-00,1233
85,4,s,g0-01,803
86,4,s,g0-10,1179
87,4,s,g0-11,809
88,4,s,g1-00,2755
89,4,s,g1-01,3184
90,4,s,g1-10,2811
91,4,s,g1-11,3182
92,5,i,g0-00,8
93,5,i,g0-01,7
94,5,i,g0-10,3
95,5,i,g0-11,2
96,5,i,g1-00,7
