,time,infection_status,risk_group,count
0,0,i,g0-00,1
1,0,i,g0-01,2
2,0,i,g0-10,2
3,0,i,g0-11,1
4,0,i,g1-00,3
5,0,i,g1-01,2
6,0,i,g1-10,2
7,0,i,g1-11,3
8,0,s,g0-00,1190
9,0,s,g0-01,809
10,0,s,g0-10,1196
11,0,s,g0-11,821
12,0,s,g1-00,2806
13,0,s,g1-01,3187
14,0,s,g1-10,2800
15,0,s,g1-11,3175
16,1,i,g0-00,3
17,1,i,g0-01,3
18,1,i,g0-10,5
19,1,i,g0-11,3
20,1,i,g1-00,3
21,1,i,g1-01,3
22,1,i,g1-10,2
23,1,i,g1-11,4
24,1,r,g0-01,1
25,1,r,g1-10,1
26,1,s,g0-00,1143
27,1,s,g0-01,830
28,1,s,g0-10,1221
29,1,s,g0-11,798
30,1,s,g1-00,2851
31,1,s,g1-01,3163
32,1,s,g1-10,2771
33,1,s,g1-11,3195
34,2,i,g0-00,4
35,2,i,g0-01,3
36,2,i,g0-10,3
37,2,i,g0-11,3
38,2,i,g1-00,4
39,2,i,g1-01,3
40,2,i,g1-10,5
41,2,i,g1-11,4
42,2,r,g0-10,1
43,2,r,g1-01,2
44,2,r,g1-10,1
45,2,r,g1-11,2
46,2,s,g0-00,1181
47,2,s,g0-01,853
48,2,s,g0-10,1197
49,2,s,g0-11,789
50,2,s,g1-00,2811
51,2,s,g1-01,3139
52,2,s,g1-10,2793
53,2,s,g1-11,3202
54,3,i,g0-00,5
55,3,i,g0-01,3
56,3,i,g0-10,6
57,3,i,g0-11,1
58,3,i,g1-00,5
59,3,i,g1-01,4
60,3,i,g1-10,1
61,3,i,g1-11,10
62,3,r,g0-00,1
63,3,r,g0-10,1
64,3,r,g1-00,2
65,3,r,g1-01,2
66,3,r,g1-10,3
67,3,r,g1-11,3
68,3,s,g0-00,1176
69,3,s,g0-01,791
70,3,s,g0-10,1164
71,3,s,g0-11,873
72,3,s,g1-00,2811
73,3,s,g1-01,3200
74,3,s,g1-10,2825
75,3,s,g1-11,3113
76,4,i,g0-00,10
77,4,i,g0-01,4
78,4,i,g0-10,4
79,4,i,g0-11,6
80,4,i,g1-00,3
81,4,i,g1-01,4
82,4,i,g1-10,5
83,4,i,g1-11,6
84,4,r,g0-00,2
85,4,r,g0-01,1
86,4,r,g0-10,3
87,4,r,g1-00,2
88,4,r,g1-01,2
89,4,r,g1-10,2
90,4,r,g1-11,7
91,4,s,g0-00,1170
92,4,s,g0-01,763
93,4,s,g0-10,1180
94,4,s,g0-11,841
95,4,s,g1-00,2813
96,4,s,g1-01,3226
97,4,s,g1-10,2806
98,4,s,g1-11,3140
99,5,i,g0-00,9
100,5,i,g0-01,4
101,5,i,g0-10,7
102,5,i,g0-11,7
103,5,i,g1-00,7
104,5,i,g1-01,8
105,5,i,g1-10,5
106,5,i,g1-11,8
107,5,r,g0-00,1
108,5,r,g0-10,2
109,5,r,g0-11,1
110,5,r,g1-00,3
111,5,r,g1-01,3
112,5,r,g1-10,3
113,5,r,g1-11,8
114,5,s,g0-00,1211
115,5,s,g0-01,843
116,5,s,g0-10,1150
117,5,s,g0-11,796
118,5,s,g1-00,2769
119,5,s,g1-01,3142
120,5,s,g1-10,2833
121,5,s,g1-11,3180
122,6,i,g0-00,9
123,6,i,g0-01,5
124,6,i,g0-10,5
125,6,i,g0-11,9
126,6,i,g1-00,8
127,6,i,g1-01,12
128,6,i,g1-10,5
129,6,i,g1-11,10
130,6,r,g0-00,1
131,6,r,g0-01,1
132,6,r,g0-10,3
133,6,r,g0-11,3
134,6,r,g1-00,4
135,6,r,g1-01,3
136,6,r,g1-10,4
137,6,r,g1-11,7
138,6,s,g0-00,1212
139,6,s,g0-01,788
140,6,s,g0-10,1217
141,6,s,g0-11,827
142,6,s,g1-00,2766
143,6,s,g1-01,3191
144,6,s,g1-10,2766
145,6,s,g1-11,3144
146,7,i,g0-00,10
147,7,i,g0-01,10
148,7,i,g0-10,10
149,7,i,g0-11,7
150,7,i,g1-00,7
151,7,i,g1-01,9
152,7,i,g1-10,3
153,7,i,g1-11,12
154,7,r,g0-01,3
155,7,r,g0-10,5
156,7,r,g0-11,3
157,7,r,g1-00,9
158,7,r,g1-01,3
159,7,r,g1-10,2
160,7,r,g1-11,12
161,7,s,g0-00,1173
162,7,s,g0-01,811
163,7,s,g0-10,1212
164,7,s,g0-11,783
165,7,s,g1-00,2801
166,7,s,g1-01,3164
167,7,s,g1-10,2768
168,7,s,g1-11,3183
169,8,i,g0-00,11
170,8,i,g0-01,11
171,8,i,g0-10,9
172,8,i,g0-11,14
173,8,i,g1-00,6
174,8,i,g1-01,14
175,8,i,g1-10,7
176,8,i,g1-11,13
177,8,r,g0-00,3
178,8,r,g0-01,1
179,8,r,g0-10,1
180,8,r,g0-11,6
181,8,r,g1-00,10
182,8,r,g1-01,7
183,8,r,g1-10,7
184,8,r,g1-11,11
185,8,s,g0-00,1216
186,8,s,g0-01,793
187,8,s,g0-10,1231
188,8,s,g0-11,861
189,8,s,g1-00,2754
190,8,s,g1-01,3174
191,8,s,g1-10,2745
192,8,s,g1-11,3095
193,9,i,g0-00,10
194,9,i,g0-01,14
195,9,i,g0-10,11
196,9,i,g0-11,12
197,9,i,g1-00,10
198,9,i,g1-01,20
199,9,i,g1-10,5
200,9,i,g1-11,23
201,9,r,g0-00,3
202,9,r,g0-01,2
203,9,r,g0-10,4
204,9,r,g0-11,4
205,9,r,g1-00,11
206,9,r,g1-01,9
207,9,r,g1-10,8
208,9,r,g1-11,18
209,9,s,g0-00,1188
210,9,s,g0-01,851
211,9,s,g0-10,1173
212,9,s,g0-11,842
213,9,s,g1-00,2778
214,9,s,g1-01,3104
215,9,s,g1-10,2799
216,9,s,g1-11,3101
217,10,i,g0-00,10
218,10,i,g0-01,13
219,10,i,g0-10,13
220,10,i,g0-11,24
221,10,i,g1-00,13
222,10,i,g1-01,21
223,10,i,g1-10,14
224,10,i,g1-11,19
225,10,r,g0-00,5
226,10,r,g0-01,5
227,10,r,g0-10,2
228,10,r,g0-11,6
229,10,r,g1-00,12
230,10,r,g1-01,12
231,10,r,g1-10,12
232,10,r,g1-11,19
233,10,s,g0-00,1206
234,10,s,g0-01,823
235,10,s,g0-10,1260
236,10,s,g0-11,841
237,10,s,g1-00,2754
238,10,s,g1-01,3126
239,10,s,g1-10,2699
240,10,s,g1-11,3091
241,11,i,g0-00,14
242,11,i,g0-01,22
243,11,i,g0-10,16
244,11,i,g0-11,18
245,11,i,g1-00,14
246,11,i,g1-01,20
247,11,i,g1-10,13
248,11,i,g1-11,31
249,11,r,g0-00,5
250,11,r,g0-01,5
251,11,r,g0-10,7
252,11,r,g0-11,5
253,11,r,g1-00,15
254,11,r,g1-01,14
255,11,r,g1-10,15
256,11,r,g1-11,26
257,11,s,g0-00,1139
258,11,s,g0-01,790
259,11,s,g0-10,1233
260,11,s,g0-11,835
261,11,s,g1-00,2813
262,11,s,g1-01,3149
263,11,s,g1-10,2716
264,11,s,g1-11,3085
265,12,i,g0-00,11
266,12,i,g0-01,22
267,12,i,g0-10,14
268,12,i,g0-11,23
269,12,i,g1-00,19
270,12,i,g1-01,28
271,12,i,g1-10,18
272,12,i,g1-11,36
273,12,r,g0-00,9
274,12,r,g0-01,5
275,12,r,g0-10,6
276,12,r,g0-11,8
277,12,r,g1-00,13
278,12,r,g1-01,23
279,12,r,g1-10,19
280,12,r,g1-11,29
281,12,s,g0-00,1185
282,12,s,g0-01,820
283,12,s,g0-10,1191
284,12,s,g0-11,869
285,12,s,g1-00,2763
286,12,s,g1-01,3102
287,12,s,g1-10,2752
288,12,s,g1-11,3035
289,13,i,g0-00,16
290,13,i,g0-01,23
291,13,i,g0-10,18
292,13,i,g0-11,38
293,13,i,g1-00,20
294,13,i,g1-01,40
295,13,i,g1-10,12
296,13,i,g1-11,39
297,13,r,g0-00,9
298,13,r,g0-01,10
299,13,r,g0-10,16
300,13,r,g0-11,10
301,13,r,g1-00,20
302,13,r,g1-01,27
303,13,r,g1-10,15
304,13,r,g1-11,35
305,13,s,g0-00,1174
306,13,s,g0-01,796
307,13,s,g0-10,1229
308,13,s,g0-11,839
309,13,s,g1-00,2761
