,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-01,2
2,0,i,g0-10,2
3,0,i,g1-00,1
4,0,i,g1-01,2
5,0,i,g1-10,2
6,0,i,g1-11,4
7,0,s,g0-00,1139
8,0,s,g0-01,795
9,0,s,g0-10,1214
10,0,s,g0-11,853
11,0,s,g1-00,2857
12,0,s,g1-01,3201
13,0,s,g1-10,2782
14,0,s,g1-11,3143
15,1,i,g0-00,4
16,1,i,g0-01,1
17,1,i,g0-10,2
18,1,i,g0-11,2
19,1,i,g1-01,3
20,1,i,g1-10,3
21,1,i,g1-11,8
22,1,r,g1-00,1
23,1,s,g0-00,1171
24,1,s,g0-01,841
25,1,s,g0-10,1232
26,1,s,g0-11,849
27,1,s,g1-00,2824
28,1,s,g1-01,3155
29,1,s,g1-10,2763
30,1,s,g1-11,3141
31,2,i,g0-00,4
32,2,i,g0-01,5
33,2,i,g0-10,7
34,2,i,g0-11,4
35,2,i,g1-00,6
36,2,i,g1-01,2
37,2,i,g1-10,5
38,2,i,g1-11,12
39,2,r,g0-11,1
40,2,r,g1-00,1
41,2,r,g1-01,1
42,2,s,g0-00,1191
43,2,s,g0-01,842
44,2,s,g0-10,1145
45,2,s,g0-11,817
46,2,s,g1-00,2798
47,2,s,g1-01,3150
48,2,s,g1-10,2843
49,2,s,g1-11,3166
50,3,i,g0-00,9
51,3,i,g0-01,2
52,3,i,g0-10,5
53,3,i,g0-11,11
54,3,i,g1-00,5
55,3,i,g1-01,5
56,3,i,g1-10,4
57,3,i,g1-11,7
58,3,r,g0-01,1
59,3,r,g0-10,2
60,3,r,g1-00,1
61,3,r,g1-01,1
62,3,r,g1-10,4
63,3,r,g1-11,3
64,3,s,g0-00,1223
65,3,s,g0-01,813
66,3,s,g0-10,1143
67,3,s,g0-11,827
68,3,s,g1-00,2762
69,3,s,g1-01,3178
70,3,s,g1-10,2842
71,3,s,g1-11,3152
72,4,i,g0-00,10
73,4,i,g0-01,7
74,4,i,g0-10,9
75,4,i,g0-11,5
76,4,i,g1-00,8
77,4,i,g1-01,5
78,4,i,g1-10,8
79,4,i,g1-11,14
80,4,r,g0-01,1
81,4,r,g0-10,2
82,4,r,g1-00,2
83,4,r,g1-01,3
84,4,r,g1-10,3
85,4,r,g1-11,6
86,4,s,g0-00,1185
87,4,s,g0-01,787
88,4,s,g0-10,1216
89,4,s,g0-11,813
90,4,s,g1-00,2795
91,4,s,g1-01,3197
92,4,s,g1-10,2762
93,4,s,g1-11,3162
94,5,i,g0-00,12
95,5,i,g0-01,11
96,5,i,g0-10,14
