,time,infection_status,risk_group,count
0,0,i,g0-00,2
1,0,i,g0-10,2
2,0,i,g1-00,2
3,0,i,g1-01,4
4,0,i,g1-10,2
5,0,i,g1-11,4
6,0,s,g0-00,1235
7,0,s,g0-01,809
8,0,s,g0-10,1234
9,0,s,g0-11,820
10,0,s,g1-00,2761
11,0,s,g1-01,3187
12,0,s,g1-10,2762
13,0,s,g1-11,3176
14,1,i,g0-01,2
15,1,i,g0-10,2
16,1,i,g0-11,1
17,1,i,g1-00,3
18,1,i,g1-01,4
19,1,i,g1-10,2
20,1,i,g1-11,3
21,1,r,g1-00,1
22,1,r,g1-11,2
23,1,s,g0-00,1207
24,1,s,g0-01,810
25,1,s,g0-10,1190
26,1,s,g0-11,840
27,1,s,g1-00,2789
28,1,s,g1-01,3184
29,1,s,g1-10,2806
30,1,s,g1-11,3154
31,2,i,g0-00,2
32,2,i,g0-01,1
33,2,i,g0-10,4
34,2,i,g0-11,2
35,2,i,g1-00,2
36,2,i,g1-01,4
37,2,i,g1-10,3
38,2,i,g1-11,1
39,2,r,g0-11,2
40,2,r,g1-00,2
41,2,r,g1-01,2
42,2,r,g1-10,1
43,2,r,g1-11,1
44,2,s,g0-00,1190
45,2,s,g0-01,821
46,2,s,g0-10,1184
47,2,s,g0-11,839
48,2,s,g1-00,2804
49,2,s,g1-01,3172
50,2,s,g1-10,2808
51,2,s,g1-11,3155
52,3,i,g0-00,1
53,3,i,g0-01,5
54,3,i,g0-10,2
55,3,i,g0-11,1
56,3,i,g1-00,3
57,3,i,g1-01,4
58,3,i,g1-10,5
59,3,i,g1-11,2
60,3,r,g0-00,2
61,3,r,g0-11,1
62,3,r,g1-01,2
63,3,r,g1-10,1
64,3,r,g1-11,3
65,3,s,g0-00,1206
66,3,s,g0-01,839
67,3,s,g0-10,1255
68,3,s,g0-11,862
69,3,s,g1-00,2788
70,3,s,g1-01,3150
71,3,s,g1-10,2737
72,3,s,g1-11,3131
73,4,i,g0-00,4
74,4,i,g0-01,6
75,4,i,g0-10,4
76,4,i,g0-11,5
77,4,i,g1-00,1
78,4,i,g1-01,5
79,4,i,g1-10,4
80,4,r,g0-01,2
81,4,r,g0-10,1
82,4,r,g1-00,3
83,4,r,g1-01,1
84,4,r,g1-11,5
85,4,s,g0-00,1198
86,4,s,g0-01,823
87,4,s,g0-10,1226
88,4,s,g0-11,779
89,4,s,g1-00,2794
90,4,s,g1-01,3163
91,4,s,g1-10,2765
92,4,s,g1-11,3211
93,5,i,g0-00,2
94,5,i,g0-01,3
95,5,i,g0-10,4
96,5,i,g0-11,1
97,5,i,g1-00,2
98,5,i,g1-01,9
99,5,i,g1-10,9
100,5,i,g1-11,4
101,5,r,g0-00,1
102,5,r,g0-01,2
103,5,r,g0-11,2
104,5,r,g1-00,3
105,5,r,g1-01,3
106,5,r,g1-10,1
107,5,r,g1-11,4
108,5,s,g0-00,1199
109,5,s,g0-01,838
110,5,s,g0-10,1185
111,5,s,g0-11,837
112,5,s,g1-00,2793
113,5,s,g1-01,3145
114,5,s,g1-10,2801
115,5,s,g1-11,3152
116,6,i,g0-00,2
117,6,i,g0-01,4
118,6,i,g0-10,7
119,6,i,g0-11,3
120,6,i,g1-00,3
121,6,i,g1-01,7
122,6,i,g1-10,6
123,6,i,g1-11,5
124,6,r,g0-00,2
125,6,r,g0-01,2
126,6,r,g0-10,2
127,6,r,g0-11,2
128,6,r,g1-00,3
129,6,r,g1-01,5
130,6,r,g1-10,2
131,6,r,g1-11,5
132,6,s,g0-00,1178
133,6,s,g0-01,777
134,6,s,g0-10,1174
135,6,s,g0-11,801
136,6,s,g1-00,2812
137,6,s,g1-01,3205
138,6,s,g1-10,2809
139,6,s,g1-11,3184
140,7,i,g0-00,4
141,7,i,g0-01,4
142,7,i,g0-10,13
143,7,i,g0-11,2
144,7,i,g1-00,4
145,7,i,g1-01,10
146,7,i,g1-10,4
147,7,i,g1-11,7
148,7,r,g0-00,2
149,7,r,g0-10,1
150,7,r,g0-11,2
151,7,r,g1-00,4
152,7,r,g1-01,9
153,7,r,g1-10,4
154,7,r,g1-11,5
155,7,s,g0-00,1224
156,7,s,g0-01,818
157,7,s,g0-10,1207
158,7,s,g0-11,817
159,7,s,g1-00,2762
160,7,s,g1-01,3159
161,7,s,g1-10,2771
162,7,s,g1-11,3167
163,8,i,g0-00,3
164,8,i,g0-01,6
165,8,i,g0-10,8
166,8,i,g0-11,3
167,8,i,g1-00,4
168,8,i,g1-01,8
169,8,i,g1-10,11
170,8,i,g1-11,8
171,8,r,g0-00,2
172,8,r,g0-01,2
173,8,r,g0-11,2
174,8,r,g1-00,7
175,8,r,g1-01,10
176,8,r,g1-10,7
177,8,r,g1-11,6
178,8,s,g0-00,1167
179,8,s,g0-01,866
180,8,s,g0-10,1207
181,8,s,g0-11,825
182,8,s,g1-00,2817
183,8,s,g1-01,3108
184,8,s,g1-10,2767
185,8,s,g1-11,3156
186,9,i,g0-00,4
187,9,i,g0-01,7
188,9,i,g0-10,12
189,9,i,g0-11,8
190,9,i,g1-00,3
191,9,i,g1-01,9
192,9,i,g1-10,8
193,9,i,g1-11,7
194,9,r,g0-00,3
195,9,r,g0-01,2
196,9,r,g0-10,2
197,9,r,g1-00,9
198,9,r,g1-01,11
199,9,r,g1-10,7
200,9,r,g1-11,9
201,9,s,g0-00,1233
202,9,s,g0-01,828
203,9,s,g0-10,1247
204,9,s,g0-11,824
205,9,s,g1-00,2748
206,9,s,g1-01,3143
207,9,s,g1-10,2724
208,9,s,g1-11,3152
209,10,i,g0-00,6
210,10,i,g0-01,5
211,10,i,g0-10,12
212,10,i,g0-11,5
213,10,i,g1-00,5
214,10,i,g1-01,12
215,10,i,g1-10,9
216,10,i,g1-11,13
217,10,r,g0-00,2
218,10,r,g0-01,3
219,10,r,g0-10,3
220,10,r,g0-11,1
221,10,r,g1-00,11
222,10,r,g1-01,11
223,10,r,g1-10,10
224,10,r,g1-11,10
225,10,s,g0-00,1233
226,10,s,g0-01,819
227,10,s,g0-10,1216
228,10,s,g0-11,785
229,10,s,g1-00,2743
230,10,s,g1-01,3150
231,10,s,g1-10,2750
232,10,s,g1-11,3186
233,11,i,g0-00,6
234,11,i,g0-01,10
235,11,i,g0-10,11
236,11,i,g0-11,4
237,11,i,g1-00,7
238,11,i,g1-01,12
239,11,i,g1-10,7
240,11,i,g1-11,15
241,11,r,g0-00,4
242,11,r,g0-01,4
243,11,r,g0-10,3
244,11,r,g0-11,3
245,11,r,g1-00,12
246,11,r,g1-01,13
247,11,r,g1-10,13
248,11,r,g1-11,12
249,11,s,g0-00,1254
250,11,s,g0-01,867
251,11,s,g0-10,1160
252,11,s,g0-11,824
253,11,s,g1-00,2717
254,11,s,g1-01,3094
255,11,s,g1-10,2806
256,11,s,g1-11,3142
257,12,i,g0-00,11
258,12,i,g0-01,7
259,12,i,g0-10,9
260,12,i,g0-11,7
261,12,i,g1-00,5
262,12,i,g1-01,20
263,12,i,g1-10,12
264,12,i,g1-11,20
265,12,r,g0-00,5
266,12,r,g0-01,2
267,12,r,g0-10,4
268,12,r,g0-11,4
269,12,r,g1-00,14
270,12,r,g1-01,21
271,12,r,g1-10,14
272,12,r,g1-11,12
273,12,s,g0-00,1159
274,12,s,g0-01,809
275,12,s,g0-10,1206
276,12,s,g0-11,839
277,12,s,g1-00,2806
278,12,s,g1-01,3141
279,12,s,g1-10,2755
280,12,s,g1-11,3118
281,13,i,g0-00,8
282,13,i,g0-01,13
283,13,i,g0-10,14
284,13,i,g0-11,13
285,13,i,g1-00,15
286,13,i,g1-01,22
287,13,i,g1-10,10
288,13,i,g1-11,19
289,13,r,g0-00,6
290,13,r,g0-01,7
291,13,r,g0-10,9
292,13,r,g0-11,4
293,13,r,g1-00,13
294,13,r,g1-01,20
295,13,r,g1-10,11
296,13,r,g1-11,18
297,13,s,g0-00,1189
298,13,s,g0-01,849
299,13,s,g0-10,1278
300,13,s,g0-11,823
301,13,s,g1-00,2769
302,13,s,g1-01,3089
303,13,s,g1-10,2678
304,13,s,g1-11,3123
305,14,i,g0-00,16
306,14,i,g0-01,14
307,14,i,g0-10,13
308,14,i,g0-11,16
309,14,i,g1-00,9
310,14,i,g1-01,32
311,14,i,g1-10,14
312,14,i,g1-11,25
313,14,r,g0-00,9
314,14,r,g0-01,5
315,14,r,g0-10,9
316,14,r,g0-11,5
317,14,r,g1-00,14
318,14,r,g1-01,26
319,14,r,g1-10,17
320,14,r,g1-11,18
321,14,s,g0-00,1229
322,14,s,g0-01,812
323,14,s,g0-10,1198
324,14,s,g0-11,861
325,14,s,g1-00,2723
326,14,s,g1-01,3111
327,14,s,g1-10,2749
328,14,s,g1-11,3075
329,15,i,g0-00,14
330,15,i,g0-01,16
331,15,i,g0-10,17
332,15,i,g0-11,19
333,15,i,g1-00,7
334,15,i,g1-01,35
335,15,i,g1-10,17
336,15,i,g1-11,37
337,15,r,g0-00,7
338,15,r,g0-01,7
339,15,r,g0-10,12
340,15,r,g0-11,2
341,15,r,g1-00,21
342,15,r,g1-01,33
343,15,r,g1-10,17
344,15,r,g1-11,24
345,15,s,g0-00,1212
346,15,s,g0-01,831
347,15,s,g0-10,1188
348,15,s,g0-11,853
349,15,s,g1-00,2739
350,15,s,g1-01,3078
351,15,s,g1-10,2749
352,15,s,g1-11,3065
353,16,i,g0-00,12
354,16,i,g0-01,17
355,16,i,g0-10,11
356,16,i,g0-11,24
357,16,i,g1-00,16
358,16,i,g1-01,40
359,16,i,g1-10,22
360,16,i,g1-11,41
361,16,r,g0-00,11
362,16,r,g0-01,12
363,16,r,g0-10,11
364,16,r,g0-11,9
365,16,r,g1-00,20
366,16,r,g1-01,35
367,16,r,g1-10,25
368,16,r,g1-11,22
369,16,s,g0-00,1189
370,16,s,g0-01,840
371,16,s,g0-10,1200
372,16,s,g0-11,827
373,16,s,g1-00,2752
374,16,s,g1-01,3056
375,16,s,g1-10,2731
376,16,s,g1-11,3077
377,17,i,g0-00,19
378,17,i,g0-01,27
379,17,i,g0-10,26
380,17,i,g0-11,30
381,17,i,g1-00,20
382,17,i,g1-01,43
383,17,i,g1-10,15
384,17,i,g1-11,43
385,17,r,g0-00,12
386,17,r,g0-01,11
387,17,r,g0-10,14
388,17,r,g0-11,9
389,17,r,g1-00,24
390,17,r,g1-01,41
391,17,r,g1-10,29
392,17,r,g1-11,35
393,17,s,g0-00,1218
394,17,s,g0-01,763
395,17,s,g0-10,1278
396,17,s,g0-11,878
397,17,s,g1-00,2707
398,17,s,g1-01,3115
399,17,s,g1-10,2638
400,17,s,g1-11,3005
401,18,i,g0-00,26
402,18,i,g0-01,33
403,18,i,g0-10,21
404,18,i,g0-11,31
405,18,i,g1-00,19
406,18,i,g1-01,41
407,18,i,g1-10,26
408,18,i,g1-11,52
409,18,r,g0-00,14
410,18,r,g0-01,12
411,18,r,g0-10,14
412,18,r,g0-11,10
413,18,r,g1-00,27
414,18,r,g1-01,49
415,18,r,g1-10,33
416,18,r,g1-11,46
417,18,s,g0-00,1242
418,18,s,g0-01,860
419,18,s,g0-10,1233
420,18,s,g0-11,863
421,18,s,g1-00,2672
422,18,s,g1-01,3005
423,18,s,g1-10,2673
424,18,s,g1-11,2998
425,19,i,g0-00,26
426,19,i,g0-01,31
427,19,i,g0-10,27
428,19,i,g0-11,34
429,19,i,g1-00,32
430,19,i,g1-01,64
431,19,i,g1-10,29
432,19,i,g1-11,64
433,19,r,g0-00,17
434,19,r,g0-01,10
435,19,r,g0-10,16
436,19,r,g0-11,16
437,19,r,g1-00,31
438,19,r,g1-01,57
439,19,r,g1-10,39
440,19,r,g1-11,52
441,19,s,g0-00,1179
442,19,s,g0-01,821
443,19,s,g0-10,1236
444,19,s,g0-11,836
445,19,s,g1-00,2715
446,19,s,g1-01,3017
447,19,s,g1-10,2653
448,19,s,g1-11,2998
449,20,i,g0-00,31
450,20,i,g0-01,41
451,20,i,g0-10,35
452,20,i,g0-11,33
453,20,i,g1-00,44
454,20,i,g1-01,83
455,20,i,g1-10,37
456,20,i,g1-11,78
457,20,r,g0-00,16
458,20,r,g0-01,14
459,20,r,g0-10,16
460,20,r,g0-11,13
461,20,r,g1-00,43
462,20,r,g1-01,63
463,20,r,g1-10,47
464,20,r,g1-11,70
465,20,s,g0-00,1188
466,20,s,g0-01,869
467,20,s,g0-10,1293
468,20,s,g0-11,929
469,20,s,g1-00,2678
470,20,s,g1-01,2930
471,20,s,g1-10,2572
472,20,s,g1-11,2877
473,21,i,g0-00,37
474,21,i,g0-01,43
475,21,i,g0-10,47
476,21,i,g0-11,41
477,21,i,g1-00,53
478,21,i,g1-01,105
479,21,i,g1-10,34
480,21,i,g1-11,77
481,21,r,g0-00,22
482,21,r,g0-01,21
483,21,r,g0-10,23
484,21,r,g0-11,15
485,21,r,g1-00,51
486,21,r,g1-01,76
487,21,r,g1-10,53
488,21,r,g1-11,90
489,21,s,g0-00,1217
490,21,s,g0-01,849
491,21,s,g0-10,1314
492,21,s,g0-11,944
493,21,s,g1-00,2620
494,21,s,g1-01,2906
495,21,s,g1-10,2529
496,21,s,g1-11,2833
497,22,i,g0-00,48
498,22,i,g0-01,69
499,22,i,g0-10,49
500,22,i,g0-11,57
501,22,i,g1-00,48
502,22,i,g1-01,115
503,22,i,g1-10,54
504,22,i,g1-11,91
505,22,r,g0-00,24
506,22,r,g0-01,21
507,22,r,g0-10,17
508,22,r,g0-11,21
509,22,r,g1-00,63
510,22,r,g1-01,90
511,22,r,g1-10,64
512,22,r,g1-11,96
513,22,s,g0-00,1233
514,22,s,g0-01,798
515,22,s,g0-10,1278
516,22,s,g0-11,956
517,22,s,g1-00,2584
518,22,s,g1-01,2907
519,22,s,g1-10,2538
520,22,s,g1-11,2779
521,23,i,g0-00,51
522,23,i,g0-01,81
523,23,i,g0-10,65
524,23,i,g0-11,66
525,23,i,g1-00,61
526,23,i,g1-01,134
527,23,i,g1-10,61
528,23,i,g1-11,103
529,23,r,g0-00,25
530,23,r,g0-01,24
531,23,r,g0-10,25
532,23,r,g0-11,31
533,23,r,g1-00,72
534,23,r,g1-01,111
535,23,r,g1-10,74
536,23,r,g1-11,108
537,23,s,g0-00,1191
538,23,s,g0-01,809
539,23,s,g0-10,1340
540,23,s,g0-11,925
541,23,s,g1-00,2600
542,23,s,g1-01,2841
543,23,s,g1-10,2435
544,23,s,g1-11,2767
545,24,i,g0-00,57
546,24,i,g0-01,83
547,24,i,g0-10,71
548,24,i,g0-11,63
549,24,i,g1-00,78
550,24,i,g1-01,175
551,24,i,g1-10,69
552,24,i,g1-11,117
553,24,r,g0-00,29
554,24,r,g0-01,35
555,24,r,g0-10,30
556,24,r,g0-11,42
557,24,r,g1-00,90
558,24,r,g1-01,124
559,24,r,g1-10,85
560,24,r,g1-11,125
561,24,s,g0-00,1189
562,24,s,g0-01,854
563,24,s,g0-10,1343
564,24,s,g0-11,1054
565,24,s,g1-00,2557
566,24,s,g1-01,2729
567,24,s,g1-10,2402
568,24,s,g1-11,2599
569,25,i,g0-00,77
570,25,i,g0-01,117
571,25,i,g0-10,88
572,25,i,g0-11,80
573,25,i,g1-00,80
574,25,i,g1-01,180
575,25,i,g1-10,77
576,25,i,g1-11,130
577,25,r,g0-00,43
578,25,r,g0-01,34
579,25,r,g0-10,39
580,25,r,g0-11,40
581,25,r,g1-00,92
582,25,r,g1-01,159
583,25,r,g1-10,89
584,25,r,g1-11,153
585,25,s,g0-00,1198
586,25,s,g0-01,802
587,25,s,g0-10,1281
