time,infection_status,risk_group,count,model
0,i,g0-00,2.3333333333333335,60%
0,i,g0-01,1.5,60%
0,i,g0-10,1.8333333333333333,60%
0,i,g0-11,1.8,60%
0,i,g1-00,1.6666666666666667,60%
0,i,g1-01,3.0,60%
0,i,g1-10,2.1666666666666665,60%
0,i,g1-11,2.5,60%
0,s,g0-00,1216.3333333333333,60%
0,s,g0-01,818.6666666666666,60%
0,s,g0-10,1211.6666666666667,60%
0,s,g0-11,810.1666666666666,60%
0,s,g1-00,2779.6666666666665,60%
0,s,g1-01,3177.3333333333335,60%
0,s,g1-10,2784.3333333333335,60%
0,s,g1-11,3185.8333333333335,60%
1,i,g0-00,3.3333333333333335,60%
1,i,g0-01,2.2,60%
1,i,g0-10,2.6,60%
1,i,g0-11,2.0,60%
1,i,g1-00,1.8333333333333333,60%
1,i,g1-01,3.6666666666666665,60%
1,i,g1-10,2.1666666666666665,60%
1,i,g1-11,2.8,60%
1,r,g0-00,1.0,60%
1,r,g0-11,1.0,60%
1,r,g1-00,1.0,60%
1,r,g1-01,1.3333333333333333,60%
1,r,g1-10,1.0,60%
1,r,g1-11,1.4,60%
1,s,g0-00,1210.3333333333333,60%
1,s,g0-01,818.8333333333334,60%
1,s,g0-10,1201.0,60%
1,s,g0-11,827.8333333333334,60%
1,s,g1-00,2784.0,60%
1,s,g1-01,3175.0,60%
1,s,g1-10,2794.3333333333335,60%
1,s,g1-11,3166.8333333333335,60%
2,i,g0-00,2.5,60%
2,i,g0-01,3.8333333333333335,60%
2,i,g0-10,2.3333333333333335,60%
2,i,g0-11,2.4,60%
2,i,g1-00,2.1666666666666665,60%
2,i,g1-01,3.1666666666666665,60%
2,i,g1-10,3.0,60%
2,i,g1-11,2.6666666666666665,60%
2,r,g0-00,1.0,60%
2,r,g0-01,1.0,60%
2,r,g0-10,1.0,60%
2,r,g0-11,1.0,60%
2,r,g1-00,2.0,60%
2,r,g1-01,1.5,60%
2,r,g1-10,1.0,60%
2,r,g1-11,1.4,60%
2,s,g0-00,1200.0,60%
2,s,g0-01,820.0,60%
2,s,g0-10,1202.8333333333333,60%
2,s,g0-11,822.5,60%
2,s,g1-00,2793.8333333333335,60%
2,s,g1-01,3171.8333333333335,60%
2,s,g1-10,2791.8333333333335,60%
2,s,g1-11,3171.3333333333335,60%
3,i,g0-00,3.3333333333333335,60%
3,i,g0-01,3.6666666666666665,60%
3,i,g0-10,2.8333333333333335,60%
3,i,g0-11,3.0,60%
3,i,g1-00,2.6,60%
3,i,g1-01,4.0,60%
3,i,g1-10,2.5,60%
3,i,g1-11,4.333333333333333,60%
3,r,g0-00,1.0,60%
3,r,g0-01,1.0,60%
3,r,g0-10,1.0,60%
3,r,g0-11,1.0,60%
3,r,g1-00,2.0,60%
3,r,g1-01,2.2,60%
3,r,g1-10,1.0,60%
3,r,g1-11,2.6666666666666665,60%
3,s,g0-00,1217.8333333333333,60%
3,s,g0-01,793.1666666666666,60%
3,s,g0-10,1200.5,60%
3,s,g0-11,829.8333333333334,60%
3,s,g1-00,2774.3333333333335,60%
3,s,g1-01,3197.0,60%
3,s,g1-10,2793.1666666666665,60%
3,s,g1-11,3161.5,60%
4,i,g0-00,4.0,60%
4,i,g0-01,2.3333333333333335,60%
4,i,g0-10,3.4,60%
4,i,g0-11,3.5,60%
4,i,g1-00,2.6666666666666665,60%
4,i,g1-01,6.5,60%
4,i,g1-10,2.6666666666666665,60%
4,i,g1-11,4.833333333333333,60%
4,r,g0-00,1.5,60%
4,r,g0-01,1.4,60%
4,r,g0-10,1.3333333333333333,60%
4,r,g0-11,1.0,60%
4,r,g1-00,2.5,60%
4,r,g1-01,2.4,60%
4,r,g1-10,1.6666666666666667,60%
4,r,g1-11,2.8,60%
4,s,g0-00,1213.6666666666667,60%
4,s,g0-01,816.3333333333334,60%
4,s,g0-10,1198.0,60%
4,s,g0-11,849.6666666666666,60%
4,s,g1-00,2777.0,60%
4,s,g1-01,3171.6666666666665,60%
4,s,g1-10,2795.0,60%
4,s,g1-11,3139.5,60%
5,i,g0-00,4.0,60%
5,i,g0-01,4.5,60%
5,i,g0-10,3.3333333333333335,60%
5,i,g0-11,3.8333333333333335,60%
5,i,g1-00,2.5,60%
5,i,g1-01,7.0,60%
5,i,g1-10,3.8333333333333335,60%
5,i,g1-11,5.833333333333333,60%
5,r,g0-00,1.8,60%
5,r,g0-01,1.4,60%
5,r,g0-10,1.3333333333333333,60%
5,r,g0-11,2.0,60%
5,r,g1-00,2.3333333333333335,60%
5,r,g1-01,3.3333333333333335,60%
5,r,g1-10,1.6,60%
5,r,g1-11,3.0,60%
5,s,g0-00,1207.3333333333333,60%
5,s,g0-01,815.6666666666666,60%
5,s,g0-10,1189.0,60%
5,s,g0-11,832.3333333333334,60%
5,s,g1-00,2782.3333333333335,60%
5,s,g1-01,3168.3333333333335,60%
5,s,g1-10,2801.8333333333335,60%
5,s,g1-11,3153.6666666666665,60%
6,i,g0-00,3.0,60%
6,i,g0-01,5.666666666666667,60%
6,i,g0-10,4.833333333333333,60%
6,i,g0-11,5.833333333333333,60%
6,i,g1-00,4.666666666666667,60%
6,i,g1-01,8.666666666666666,60%
6,i,g1-10,4.166666666666667,60%
6,i,g1-11,6.5,60%
6,r,g0-00,1.6,60%
6,r,g0-01,1.6666666666666667,60%
6,r,g0-10,2.0,60%
6,r,g0-11,2.0,60%
6,r,g1-00,4.166666666666667,60%
6,r,g1-01,5.666666666666667,60%
6,r,g1-10,2.3333333333333335,60%
6,r,g1-11,5.0,60%
6,s,g0-00,1207.5,60%
6,s,g0-01,816.1666666666666,60%
6,s,g0-10,1207.8333333333333,60%
6,s,g0-11,830.8333333333334,60%
6,s,g1-00,2779.3333333333335,60%
6,s,g1-01,3163.0,60%
6,s,g1-10,2779.8333333333335,60%
6,s,g1-11,3150.8333333333335,60%
7,i,g0-00,5.666666666666667,60%
7,i,g0-01,5.333333333333333,60%
7,i,g0-10,7.2,60%
7,i,g0-11,7.166666666666667,60%
7,i,g1-00,3.5,60%
7,i,g1-01,11.0,60%
7,i,g1-10,6.2,60%
7,i,g1-11,7.0,60%
7,r,g0-00,2.2,60%
7,r,g0-01,2.75,60%
7,r,g0-10,2.0,60%
7,r,g0-11,1.3333333333333333,60%
7,r,g1-00,4.833333333333333,60%
7,r,g1-01,7.0,60%
7,r,g1-10,2.6666666666666665,60%
7,r,g1-11,6.333333333333333,60%
7,s,g0-00,1198.8333333333333,60%
7,s,g0-01,828.5,60%
7,s,g0-10,1162.5,60%
7,s,g0-11,826.3333333333334,60%
7,s,g1-00,2785.3333333333335,60%
7,s,g1-01,3146.3333333333335,60%
7,s,g1-10,2822.3333333333335,60%
7,s,g1-11,3151.8333333333335,60%
8,i,g0-00,6.0,60%
8,i,g0-01,8.0,60%
8,i,g0-10,6.5,60%
8,i,g0-11,7.0,60%
8,i,g1-00,4.166666666666667,60%
8,i,g1-01,13.0,60%
8,i,g1-10,8.0,60%
8,i,g1-11,9.166666666666666,60%
8,r,g0-00,2.1666666666666665,60%
8,r,g0-01,2.8,60%
8,r,g0-10,2.6,60%
8,r,g0-11,2.8333333333333335,60%
8,r,g1-00,5.666666666666667,60%
8,r,g1-01,8.0,60%
8,r,g1-10,3.6666666666666665,60%
8,r,g1-11,6.5,60%
8,s,g0-00,1211.5,60%
8,s,g0-01,823.0,60%
8,s,g0-10,1206.5,60%
8,s,g0-11,833.8333333333334,60%
8,s,g1-00,2770.5,60%
8,s,g1-01,3145.6666666666665,60%
8,s,g1-10,2774.5,60%
8,s,g1-11,3140.6666666666665,60%
9,i,g0-00,7.333333333333333,60%
9,i,g0-01,8.833333333333334,60%
9,i,g0-10,7.166666666666667,60%
9,i,g0-11,8.166666666666666,60%
9,i,g1-00,4.666666666666667,60%
9,i,g1-01,13.833333333333334,60%
9,i,g1-10,7.666666666666667,60%
9,i,g1-11,11.5,60%
9,r,g0-00,3.0,60%
9,r,g0-01,2.6666666666666665,60%
9,r,g0-10,3.5,60%
9,r,g0-11,2.8333333333333335,60%
9,r,g1-00,6.666666666666667,60%
9,r,g1-01,10.833333333333334,60%
9,r,g1-10,4.333333333333333,60%
9,r,g1-11,9.166666666666666,60%
9,s,g0-00,1201.0,60%
9,s,g0-01,814.5,60%
9,s,g0-10,1186.6666666666667,60%
9,s,g0-11,838.0,60%
9,s,g1-00,2777.3333333333335,60%
9,s,g1-01,3149.3333333333335,60%
9,s,g1-10,2790.6666666666665,60%
9,s,g1-11,3130.3333333333335,60%
10,i,g0-00,8.833333333333334,60%
10,i,g0-01,9.666666666666666,60%
10,i,g0-10,8.666666666666666,60%
10,i,g0-11,9.5,60%
10,i,g1-00,6.166666666666667,60%
10,i,g1-01,15.166666666666666,60%
10,i,g1-10,7.5,60%
10,i,g1-11,12.5,60%
10,r,g0-00,2.6666666666666665,60%
10,r,g0-01,4.4,60%
10,r,g0-10,3.8,60%
10,r,g0-11,3.3333333333333335,60%
10,r,g1-00,8.833333333333334,60%
10,r,g1-01,14.166666666666666,60%
10,r,g1-10,7.166666666666667,60%
10,r,g1-11,12.166666666666666,60%
10,s,g0-00,1203.8333333333333,60%
10,s,g0-01,832.6666666666666,60%
10,s,g0-10,1191.5,60%
10,s,g0-11,822.8333333333334,60%
10,s,g1-00,2769.6666666666665,60%
10,s,g1-01,3124.6666666666665,60%
10,s,g1-10,2782.0,60%
10,s,g1-11,3139.6666666666665,60%
11,i,g0-00,7.666666666666667,60%
11,i,g0-01,10.666666666666666,60%
11,i,g0-10,8.5,60%
11,i,g0-11,10.666666666666666,60%
11,i,g1-00,8.0,60%
11,i,g1-01,17.166666666666668,60%
11,i,g1-10,9.333333333333334,60%
11,i,g1-11,16.333333333333332,60%
11,r,g0-00,3.6666666666666665,60%
11,r,g0-01,4.333333333333333,60%
11,r,g0-10,4.166666666666667,60%
11,r,g0-11,3.2,60%
11,r,g1-00,10.5,60%
11,r,g1-01,17.5,60%
11,r,g1-10,8.5,60%
11,r,g1-11,16.666666666666668,60%
11,s,g0-00,1197.6666666666667,60%
11,s,g0-01,829.5,60%
11,s,g0-10,1178.0,60%
11,s,g0-11,833.0,60%
11,s,g1-00,2772.5,60%
11,s,g1-01,3120.8333333333335,60%
11,s,g1-10,2791.5,60%
11,s,g1-11,3120.6666666666665,60%
12,i,g0-00,9.5,60%
12,i,g0-01,14.166666666666666,60%
12,i,g0-10,10.666666666666666,60%
12,i,g0-11,13.0,60%
12,i,g1-00,9.833333333333334,60%
12,i,g1-01,19.833333333333332,60%
12,i,g1-10,9.5,60%
12,i,g1-11,17.333333333333332,60%
12,r,g0-00,5.333333333333333,60%
12,r,g0-01,6.833333333333333,60%
12,r,g0-10,4.833333333333333,60%
12,r,g0-11,3.1666666666666665,60%
12,r,g1-00,11.666666666666666,60%
12,r,g1-01,18.166666666666668,60%
12,r,g1-10,11.5,60%
12,r,g1-11,19.833333333333332,60%
12,s,g0-00,1195.3333333333333,60%
12,s,g0-01,833.5,60%
12,s,g0-10,1212.6666666666667,60%
12,s,g0-11,834.0,60%
12,s,g1-00,2768.3333333333335,60%
12,s,g1-01,3107.5,60%
12,s,g1-10,2750.8333333333335,60%
12,s,g1-11,3112.6666666666665,60%
13,i,g0-00,11.333333333333334,60%
13,i,g0-01,15.166666666666666,60%
13,i,g0-10,12.833333333333334,60%
13,i,g0-11,15.666666666666666,60%
13,i,g1-00,12.166666666666666,60%
13,i,g1-01,21.833333333333332,60%
13,i,g1-10,11.333333333333334,60%
13,i,g1-11,19.0,60%
13,r,g0-00,5.666666666666667,60%
13,r,g0-01,6.333333333333333,60%
13,r,g0-10,4.5,60%
13,r,g0-11,5.5,60%
13,r,g1-00,15.166666666666666,60%
13,r,g1-01,23.333333333333332,60%
13,r,g1-10,14.666666666666666,60%
13,r,g1-11,21.5,60%
13,s,g0-00,1202.8333333333333,60%
13,s,g0-01,826.3333333333334,60%
13,s,g0-10,1209.6666666666667,60%
13,s,g0-11,823.5,60%
13,s,g1-00,2752.8333333333335,60%
13,s,g1-01,3107.0,60%
13,s,g1-10,2747.0,60%
13,s,g1-11,3114.8333333333335,60%
14,i,g0-00,14.5,60%
14,i,g0-01,21.166666666666668,60%
14,i,g0-10,15.666666666666666,60%
14,i,g0-11,18.333333333333332,60%
14,i,g1-00,13.166666666666666,60%
14,i,g1-01,24.833333333333332,60%
14,i,g1-10,12.833333333333334,60%
14,i,g1-11,22.833333333333332,60%
14,r,g0-00,7.833333333333333,60%
14,r,g0-01,6.166666666666667,60%
14,r,g0-10,7.5,60%
14,r,g0-11,6.0,60%
14,r,g1-00,16.666666666666668,60%
14,r,g1-01,27.166666666666668,60%
14,r,g1-10,15.666666666666666,60%
14,r,g1-11,27.166666666666668,60%
14,s,g0-00,1209.8333333333333,60%
14,s,g0-01,846.0,60%
14,s,g0-10,1221.6666666666667,60%
14,s,g0-11,840.6666666666666,60%
14,s,g1-00,2738.0,60%
14,s,g1-01,3074.6666666666665,60%
14,s,g1-10,2726.6666666666665,60%
14,s,g1-11,3085.0,60%
15,i,g0-00,18.666666666666668,60%
15,i,g0-01,21.666666666666668,60%
15,i,g0-10,18.166666666666668,60%
15,i,g0-11,19.833333333333332,60%
15,i,g1-00,13.5,60%
15,i,g1-01,32.333333333333336,60%
15,i,g1-10,16.833333333333332,60%
15,i,g1-11,26.833333333333332,60%
15,r,g0-00,8.5,60%
15,r,g0-01,7.666666666666667,60%
15,r,g0-10,8.166666666666666,60%
15,r,g0-11,9.0,60%
15,r,g1-00,19.166666666666668,60%
15,r,g1-01,31.166666666666668,60%
15,r,g1-10,17.666666666666668,60%
15,r,g1-11,29.5,60%
15,s,g0-00,1204.5,60%
15,s,g0-01,826.3333333333334,60%
15,s,g0-10,1227.0,60%
15,s,g0-11,852.3333333333334,60%
15,s,g1-00,2735.6666666666665,60%
15,s,g1-01,3080.8333333333335,60%
15,s,g1-10,2712.1666666666665,60%
15,s,g1-11,3062.5,60%
16,i,g0-00,20.666666666666668,60%
16,i,g0-01,25.5,60%
16,i,g0-10,23.666666666666668,60%
16,i,g0-11,22.333333333333332,60%
16,i,g1-00,17.0,60%
16,i,g1-01,34.333333333333336,60%
16,i,g1-10,18.333333333333332,60%
16,i,g1-11,27.333333333333332,60%
16,r,g0-00,10.0,60%
16,r,g0-01,8.833333333333334,60%
16,r,g0-10,9.0,60%
16,r,g0-11,9.333333333333334,60%
16,r,g1-00,23.0,60%
16,r,g1-01,39.166666666666664,60%
16,r,g1-10,21.333333333333332,60%
16,r,g1-11,36.166666666666664,60%
16,s,g0-00,1190.8333333333333,60%
16,s,g0-01,828.0,60%
16,s,g0-10,1217.1666666666667,60%
16,s,g0-11,869.6666666666666,60%
16,s,g1-00,2738.5,60%
16,s,g1-01,3064.1666666666665,60%
16,s,g1-10,2710.5,60%
16,s,g1-11,3035.1666666666665,60%
17,i,g0-00,24.166666666666668,60%
17,i,g0-01,27.166666666666668,60%
17,i,g0-10,24.666666666666668,60%
17,i,g0-11,27.0,60%
17,i,g1-00,21.0,60%
17,i,g1-01,43.333333333333336,60%
17,i,g1-10,23.0,60%
17,i,g1-11,33.0,60%
17,r,g0-00,12.833333333333334,60%
17,r,g0-01,11.166666666666666,60%
17,r,g0-10,11.5,60%
17,r,g0-11,11.333333333333334,60%
17,r,g1-00,25.166666666666668,60%
17,r,g1-01,43.833333333333336,60%
17,r,g1-10,24.166666666666668,60%
17,r,g1-11,40.833333333333336,60%
17,s,g0-00,1181.8333333333333,60%
17,s,g0-01,816.6666666666666,60%
17,s,g0-10,1235.5,60%
17,s,g0-11,847.6666666666666,60%
17,s,g1-00,2735.0,60%
17,s,g1-01,3057.8333333333335,60%
17,s,g1-10,2681.1666666666665,60%
17,s,g1-11,3040.1666666666665,60%
18,i,g0-00,28.166666666666668,60%
18,i,g0-01,31.166666666666668,60%
18,i,g0-10,31.0,60%
18,i,g0-11,32.666666666666664,60%
18,i,g1-00,24.5,60%
18,i,g1-01,47.166666666666664,60%
18,i,g1-10,23.0,60%
18,i,g1-11,40.166666666666664,60%
18,r,g0-00,13.0,60%
18,r,g0-01,14.666666666666666,60%
18,r,g0-10,10.833333333333334,60%
18,r,g0-11,11.833333333333334,60%
18,r,g1-00,31.833333333333332,60%
18,r,g1-01,53.666666666666664,60%
18,r,g1-10,32.5,60%
18,r,g1-11,46.666666666666664,60%
18,s,g0-00,1204.0,60%
18,s,g0-01,812.3333333333334,60%
18,s,g0-10,1227.0,60%
18,s,g0-11,848.6666666666666,60%
18,s,g1-00,2698.5,60%
18,s,g1-01,3041.0,60%
18,s,g1-10,2675.6666666666665,60%
18,s,g1-11,3020.0,60%
19,i,g0-00,32.333333333333336,60%
19,i,g0-01,36.5,60%
19,i,g0-10,34.0,60%
19,i,g0-11,32.5,60%
19,i,g1-00,28.666666666666668,60%
19,i,g1-01,50.5,60%
19,i,g1-10,25.166666666666668,60%
19,i,g1-11,52.333333333333336,60%
19,r,g0-00,15.0,60%
19,r,g0-01,17.166666666666668,60%
19,r,g0-10,16.0,60%
19,r,g0-11,14.0,60%
19,r,g1-00,36.333333333333336,60%
19,r,g1-01,62.333333333333336,60%
19,r,g1-10,36.5,60%
19,r,g1-11,53.5,60%
19,s,g0-00,1202.5,60%
19,s,g0-01,832.0,60%
19,s,g0-10,1235.0,60%
19,s,g0-11,852.6666666666666,60%
19,s,g1-00,2685.1666666666665,60%
19,s,g1-01,3001.5,60%
19,s,g1-10,2653.3333333333335,60%
19,s,g1-11,2995.0,60%
20,i,g0-00,36.666666666666664,60%
20,i,g0-01,45.0,60%
20,i,g0-10,42.333333333333336,60%
20,i,g0-11,42.166666666666664,60%
20,i,g1-00,33.333333333333336,60%
20,i,g1-01,57.0,60%
20,i,g1-10,27.5,60%
20,i,g1-11,57.833333333333336,60%
20,r,g0-00,19.166666666666668,60%
20,r,g0-01,19.333333333333332,60%
20,r,g0-10,17.166666666666668,60%
20,r,g0-11,15.833333333333334,60%
20,r,g1-00,42.333333333333336,60%
20,r,g1-01,72.33333333333333,60%
20,r,g1-10,42.333333333333336,60%
20,r,g1-11,62.166666666666664,60%
20,s,g0-00,1211.1666666666667,60%
20,s,g0-01,818.8333333333334,60%
20,s,g0-10,1228.3333333333333,60%
20,s,g0-11,834.3333333333334,60%
20,s,g1-00,2657.3333333333335,60%
20,s,g1-01,2987.5,60%
20,s,g1-10,2642.3333333333335,60%
20,s,g1-11,2987.6666666666665,60%
21,i,g0-00,41.333333333333336,60%
21,i,g0-01,54.166666666666664,60%
21,i,g0-10,43.666666666666664,60%
21,i,g0-11,49.0,60%
21,i,g1-00,38.666666666666664,60%
21,i,g1-01,65.33333333333333,60%
21,i,g1-10,37.166666666666664,60%
21,i,g1-11,68.33333333333333,60%
21,r,g0-00,19.0,60%
21,r,g0-01,22.333333333333332,60%
21,r,g0-10,19.833333333333332,60%
21,r,g0-11,19.833333333333332,60%
