time,infection_status,risk_group,count,model
0,i,g0-00,2.4,60%
0,i,g0-01,1.5,60%
0,i,g0-10,2.0,60%
0,i,g0-11,1.9,60%
0,i,g1-00,1.7777777777777777,60%
0,i,g1-01,2.8,60%
0,i,g1-10,2.4444444444444446,60%
0,i,g1-11,2.3333333333333335,60%
0,s,g0-00,1171.9,60%
0,s,g0-01,821.4,60%
0,s,g0-10,1194.8,60%
0,s,g0-11,818.4,60%
0,s,g1-00,2824.1,60%
0,s,g1-01,3174.6,60%
0,s,g1-10,2801.2,60%
0,s,g1-11,3177.6,60%
1,i,g0-00,2.7,60%
1,i,g0-01,1.9,60%
1,i,g0-10,2.6,60%
1,i,g0-11,2.3,60%
1,i,g1-00,2.125,60%
1,i,g1-01,3.0,60%
1,i,g1-10,2.375,60%
1,i,g1-11,3.0,60%
1,r,g0-00,1.0,60%
1,r,g0-01,1.0,60%
1,r,g0-10,1.0,60%
1,r,g0-11,1.0,60%
1,r,g1-00,1.0,60%
1,r,g1-10,1.25,60%
1,r,g1-11,1.5,60%
1,s,g0-00,1206.5,60%
1,s,g0-01,830.7,60%
1,s,g0-10,1203.6,60%
1,s,g0-11,812.1,60%
1,s,g1-00,2788.6,60%
1,s,g1-01,3164.3,60%
1,s,g1-10,2791.2,60%
1,s,g1-11,3182.4,60%
2,i,g0-00,2.4444444444444446,60%
2,i,g0-01,2.6,60%
2,i,g0-10,2.5,60%
2,i,g0-11,3.7777777777777777,60%
2,i,g1-00,2.2222222222222223,60%
2,i,g1-01,3.5,60%
2,i,g1-10,3.0,60%
2,i,g1-11,2.3,60%
2,r,g0-00,1.25,60%
2,r,g0-01,1.3333333333333333,60%
2,r,g0-10,1.0,60%
2,r,g0-11,1.0,60%
2,r,g1-00,1.1666666666666667,60%
2,r,g1-01,2.0,60%
2,r,g1-10,1.3333333333333333,60%
2,r,g1-11,1.75,60%
2,s,g0-00,1206.4,60%
2,s,g0-01,821.2,60%
2,s,g0-10,1201.1,60%
2,s,g0-11,819.8,60%
2,s,g1-00,2788.2,60%
2,s,g1-01,3171.5,60%
2,s,g1-10,2792.3,60%
2,s,g1-11,3173.0,60%
3,i,g0-00,3.5,60%
3,i,g0-01,3.7777777777777777,60%
3,i,g0-10,3.4,60%
3,i,g0-11,2.0,60%
3,i,g1-00,2.6666666666666665,60%
3,i,g1-01,4.4,60%
3,i,g1-10,3.0,60%
3,i,g1-11,4.1,60%
3,r,g0-00,1.0,60%
3,r,g0-01,1.0,60%
3,r,g0-10,1.2857142857142858,60%
3,r,g0-11,1.0,60%
3,r,g1-00,1.4444444444444444,60%
3,r,g1-01,2.142857142857143,60%
3,r,g1-10,1.6,60%
3,r,g1-11,2.8,60%
3,s,g0-00,1186.3,60%
3,s,g0-01,819.6,60%
3,s,g0-10,1196.4,60%
3,s,g0-11,827.0,60%
3,s,g1-00,2806.2,60%
3,s,g1-01,3170.8,60%
3,s,g1-10,2796.1,60%
3,s,g1-11,3163.7,60%
4,i,g0-00,4.0,60%
4,i,g0-01,4.5,60%
4,i,g0-10,3.0,60%
4,i,g0-11,3.1,60%
4,i,g1-00,3.5,60%
4,i,g1-01,4.1,60%
4,i,g1-10,3.5,60%
4,i,g1-11,4.111111111111111,60%
4,r,g0-00,1.1666666666666667,60%
4,r,g0-01,2.0,60%
4,r,g0-10,1.2,60%
4,r,g0-11,1.5714285714285714,60%
4,r,g1-00,1.8888888888888888,60%
4,r,g1-01,2.888888888888889,60%
4,r,g1-10,1.7777777777777777,60%
4,r,g1-11,3.0,60%
4,s,g0-00,1198.7,60%
4,s,g0-01,841.7,60%
4,s,g0-10,1209.9,60%
4,s,g0-11,826.5,60%
4,s,g1-00,2792.1,60%
