time,infection_status,risk_group,count,model
6,r,g1-00,4.9,60%
6,r,g1-01,6.8,60%
6,r,g1-10,4.5,60%
6,r,g1-11,5.1,60%
6,s,g0-00,817.8,60%
6,s,g0-01,544.2,60%
6,s,g0-10,828.6,60%
6,s,g0-11,524.4,60%
6,s,g1-00,3165.4,60%
6,s,g1-01,3432.9,60%
6,s,g1-10,3154.0,60%
6,s,g1-11,3454.0,60%
7,i,g0-00,5.5,60%
7,i,g0-01,5.7,60%
7,i,g0-10,6.6,60%
7,i,g0-11,6.3,60%
7,i,g1-00,8.4,60%
7,i,g1-01,13.0,60%
7,i,g1-10,7.2,60%
7,i,g1-11,12.7,60%
7,r,g0-00,2.2222222222222223,60%
7,r,g0-01,1.4444444444444444,60%
7,r,g0-10,2.1,60%
7,r,g0-11,2.1666666666666665,60%
7,r,g1-00,5.3,60%
7,r,g1-01,8.7,60%
7,r,g1-10,5.2,60%
7,r,g1-11,7.2,60%
7,s,g0-00,819.2,60%
7,s,g0-01,539.6,60%
7,s,g0-10,816.8,60%
7,s,g0-11,537.0,60%
7,s,g1-00,3159.6,60%
7,s,g1-01,3431.7,60%
7,s,g1-10,3162.1,60%
7,s,g1-11,3435.5,60%
8,i,g0-00,6.7,60%
8,i,g0-01,7.4,60%
8,i,g0-10,6.2,60%
8,i,g0-11,7.4,60%
8,i,g1-00,9.5,60%
8,i,g1-01,16.6,60%
8,i,g1-10,11.0,60%
8,i,g1-11,15.6,60%
8,r,g0-00,2.1,60%
8,r,g0-01,2.6666666666666665,60%
8,r,g0-10,2.4285714285714284,60%
8,r,g0-11,2.375,60%
8,r,g1-00,7.1,60%
8,r,g1-01,10.1,60%
8,r,g1-10,7.7,60%
8,r,g1-11,9.1,60%
8,s,g0-00,824.7,60%
8,s,g0-01,542.7,60%
8,s,g0-10,841.2,60%
8,s,g0-11,558.0,60%
8,s,g1-00,3149.9,60%
8,s,g1-01,3420.8,60%
8,s,g1-10,3132.2,60%
8,s,g1-11,3408.0,60%
9,i,g0-00,10.0,60%
9,i,g0-01,9.1,60%
9,i,g0-10,9.3,60%
9,i,g0-11,7.3,60%
9,i,g1-00,10.6,60%
9,i,g1-01,19.1,60%
9,i,g1-10,12.8,60%
9,i,g1-11,20.2,60%
9,r,g0-00,2.7777777777777777,60%
9,r,g0-01,2.875,60%
9,r,g0-10,2.6666666666666665,60%
9,r,g0-11,2.5714285714285716,60%
9,r,g1-00,9.3,60%
9,r,g1-01,14.3,60%
9,r,g1-10,9.1,60%
9,r,g1-11,12.6,60%
9,s,g0-00,817.9,60%
9,s,g0-01,537.8,60%
9,s,g0-10,841.2,60%
9,s,g0-11,563.5,60%
9,s,g1-00,3149.7,60%
9,s,g1-01,3417.4,60%
9,s,g1-10,3125.2,60%
9,s,g1-11,3394.6,60%
10,i,g0-00,11.6,60%
10,i,g0-01,9.8,60%
10,i,g0-10,11.1,60%
10,i,g0-11,10.7,60%
10,i,g1-00,13.4,60%
10,i,g1-01,24.8,60%
10,i,g1-10,14.4,60%
10,i,g1-11,24.0,60%
10,r,g0-00,2.888888888888889,60%
10,r,g0-01,2.4444444444444446,60%
10,r,g0-10,4.2,60%
10,r,g0-11,2.4444444444444446,60%
10,r,g1-00,12.1,60%
10,r,g1-01,18.4,60%
10,r,g1-10,10.9,60%
10,r,g1-11,16.4,60%
10,s,g0-00,816.7,60%
10,s,g0-01,543.0,60%
10,s,g0-10,848.8,60%
10,s,g0-11,551.9,60%
10,s,g1-00,3143.6,60%
10,s,g1-01,3401.8,60%
10,s,g1-10,3110.6,60%
10,s,g1-11,3394.8,60%
11,i,g0-00,13.4,60%
11,i,g0-01,12.7,60%
11,i,g0-10,12.5,60%
11,i,g0-11,12.8,60%
11,i,g1-00,16.1,60%
11,i,g1-01,29.3,60%
11,i,g1-10,18.3,60%
11,i,g1-11,27.9,60%
11,r,g0-00,3.7,60%
11,r,g0-01,4.0,60%
11,r,g0-10,3.5,60%
11,r,g0-11,2.888888888888889,60%
11,r,g1-00,14.6,60%
11,r,g1-01,21.9,60%
11,r,g1-10,16.1,60%
11,r,g1-11,21.5,60%
11,s,g0-00,837.2,60%
11,s,g0-01,553.3,60%
11,s,g0-10,839.0,60%
11,s,g0-11,556.8,60%
11,s,g1-00,3115.0,60%
11,s,g1-01,3378.8,60%
11,s,g1-10,3110.6,60%
11,s,g1-11,3378.4,60%
12,i,g0-00,14.8,60%
12,i,g0-01,15.3,60%
12,i,g0-10,17.2,60%
12,i,g0-11,16.0,60%
12,i,g1-00,20.0,60%
12,i,g1-01,35.5,60%
12,i,g1-10,21.5,60%
12,i,g1-11,34.7,60%
12,r,g0-00,3.6,60%
12,r,g0-01,4.111111111111111,60%
12,r,g0-10,5.7,60%
12,r,g0-11,4.4,60%
12,r,g1-00,19.9,60%
12,r,g1-01,27.9,60%
12,r,g1-10,18.5,60%
12,r,g1-11,26.1,60%
12,s,g0-00,821.7,60%
12,s,g0-01,540.1,60%
12,s,g0-10,853.1,60%
12,s,g0-11,566.8,60%
12,s,g1-00,3120.0,60%
12,s,g1-01,3377.5,60%
12,s,g1-10,3084.0,60%
12,s,g1-11,3352.0,60%
13,i,g0-00,17.5,60%
13,i,g0-01,21.5,60%
13,i,g0-10,19.1,60%
13,i,g0-11,19.4,60%
13,i,g1-00,26.5,60%
13,i,g1-01,41.1,60%
13,i,g1-10,28.1,60%
13,i,g1-11,41.9,60%
13,r,g0-00,5.8,60%
13,r,g0-01,6.666666666666667,60%
13,r,g0-10,5.5,60%
13,r,g0-11,4.9,60%
13,r,g1-00,21.9,60%
13,r,g1-01,31.9,60%
13,r,g1-10,23.9,60%
13,r,g1-11,32.6,60%
13,s,g0-00,820.5,60%
13,s,g0-01,543.7,60%
13,s,g0-10,844.9,60%
13,s,g0-11,569.6,60%
13,s,g1-00,3107.8,60%
13,s,g1-01,3355.8,60%
13,s,g1-10,3078.5,60%
13,s,g1-11,3331.6,60%
14,i,g0-00,26.1,60%
14,i,g0-01,26.5,60%
14,i,g0-10,23.6,60%
14,i,g0-11,23.6,60%
14,i,g1-00,29.2,60%
14,i,g1-01,50.6,60%
14,i,g1-10,32.2,60%
14,i,g1-11,51.2,60%
14,r,g0-00,6.5,60%
14,r,g0-01,5.4,60%
14,r,g0-10,7.4,60%
14,r,g0-11,7.3,60%
14,r,g1-00,26.2,60%
14,r,g1-01,39.8,60%
14,r,g1-10,29.6,60%
14,r,g1-11,39.2,60%
14,s,g0-00,818.5,60%
14,s,g0-01,534.9,60%
14,s,g0-10,850.2,60%
14,s,g0-11,588.6,60%
14,s,g1-00,3093.5,60%
14,s,g1-01,3342.8,60%
14,s,g1-10,3057.0,60%
14,s,g1-11,3290.1,60%
15,i,g0-00,27.6,60%
15,i,g0-01,30.2,60%
15,i,g0-10,25.7,60%
15,i,g0-11,28.1,60%
15,i,g1-00,39.0,60%
15,i,g1-01,64.7,60%
15,i,g1-10,38.4,60%
15,i,g1-11,64.0,60%
15,r,g0-00,8.0,60%
15,r,g0-01,6.8,60%
15,r,g0-10,9.5,60%
15,r,g0-11,8.8,60%
15,r,g1-00,32.2,60%
15,r,g1-01,47.7,60%
15,r,g1-10,36.0,60%
15,r,g1-11,48.3,60%
15,s,g0-00,812.9,60%
15,s,g0-01,537.0,60%
15,s,g0-10,864.0,60%
15,s,g0-11,600.7,60%
15,s,g1-00,3080.3,60%
15,s,g1-01,3313.6,60%
15,s,g1-10,3026.4,60%
15,s,g1-11,3250.1,60%
16,i,g0-00,35.3,60%
16,i,g0-01,37.7,60%
16,i,g0-10,29.6,60%
16,i,g0-11,36.8,60%
16,i,g1-00,48.6,60%
16,i,g1-01,79.7,60%
16,i,g1-10,46.8,60%
16,i,g1-11,73.3,60%
16,r,g0-00,9.3,60%
16,r,g0-01,9.6,60%
16,r,g0-10,10.6,60%
16,r,g0-11,8.6,60%
16,r,g1-00,40.1,60%
16,r,g1-01,57.4,60%
16,r,g1-10,44.8,60%
16,r,g1-11,62.2,60%
16,s,g0-00,813.4,60%
16,s,g0-01,547.1,60%
16,s,g0-10,879.6,60%
16,s,g0-11,605.4,60%
16,s,g1-00,3053.3,60%
16,s,g1-01,3268.5,60%
16,s,g1-10,2988.6,60%
16,s,g1-11,3213.7,60%
17,i,g0-00,42.8,60%
17,i,g0-01,44.5,60%
17,i,g0-10,38.7,60%
17,i,g0-11,44.0,60%
17,i,g1-00,55.8,60%
17,i,g1-01,100.4,60%
17,i,g1-10,54.3,60%
17,i,g1-11,90.4,60%
17,r,g0-00,12.4,60%
17,r,g0-01,11.4,60%
17,r,g0-10,13.4,60%
17,r,g0-11,11.6,60%
17,r,g1-00,48.0,60%
17,r,g1-01,70.8,60%
17,r,g1-10,52.3,60%
17,r,g1-11,75.4,60%
17,s,g0-00,809.5,60%
17,s,g0-01,546.0,60%
17,s,g0-10,894.7,60%
17,s,g0-11,612.1,60%
17,s,g1-00,3031.5,60%
17,s,g1-01,3226.9,60%
17,s,g1-10,2946.6,60%
17,s,g1-11,3166.5,60%
18,i,g0-00,47.7,60%
18,i,g0-01,52.8,60%
18,i,g0-10,51.3,60%
18,i,g0-11,55.5,60%
18,i,g1-00,69.7,60%
18,i,g1-01,121.4,60%
18,i,g1-10,66.6,60%
18,i,g1-11,111.9,60%
18,r,g0-00,16.3,60%
18,r,g0-01,14.0,60%
18,r,g0-10,17.8,60%
18,r,g0-11,13.7,60%
18,r,g1-00,58.3,60%
18,r,g1-01,87.9,60%
18,r,g1-10,60.8,60%
18,r,g1-11,91.1,60%
18,s,g0-00,809.2,60%
18,s,g0-01,548.1,60%
18,s,g0-10,901.3,60%
18,s,g0-11,617.9,60%
18,s,g1-00,2998.8,60%
18,s,g1-01,3175.8,60%
18,s,g1-10,2902.2,60%
18,s,g1-11,3109.9,60%
19,i,g0-00,61.3,60%
19,i,g0-01,66.5,60%
19,i,g0-10,60.9,60%
19,i,g0-11,62.1,60%
19,i,g1-00,79.9,60%
19,i,g1-01,140.2,60%
19,i,g1-10,79.9,60%
19,i,g1-11,134.0,60%
19,r,g0-00,17.9,60%
19,r,g0-01,18.9,60%
19,r,g0-10,17.8,60%
19,r,g0-11,17.4,60%
19,r,g1-00,73.3,60%
19,r,g1-01,109.4,60%
19,r,g1-10,76.1,60%
19,r,g1-11,112.9,60%
19,s,g0-00,810.1,60%
19,s,g0-01,531.5,60%
19,s,g0-10,892.7,60%
19,s,g0-11,638.6,60%
19,s,g1-00,2957.5,60%
19,s,g1-01,3133.5,60%
19,s,g1-10,2872.6,60%
19,s,g1-11,3035.0,60%
20,i,g0-00,74.0,60%
20,i,g0-01,74.3,60%
20,i,g0-10,74.1,60%
20,i,g0-11,68.2,60%
20,i,g1-00,92.6,60%
20,i,g1-01,170.2,60%
20,i,g1-10,94.3,60%
20,i,g1-11,164.5,60%
20,r,g0-00,23.3,60%
20,r,g0-01,21.3,60%
20,r,g0-10,22.5,60%
20,r,g0-11,21.1,60%
20,r,g1-00,88.7,60%
20,r,g1-01,135.9,60%
20,r,g1-10,90.6,60%
20,r,g1-11,138.1,60%
20,s,g0-00,813.3,60%
20,s,g0-01,526.2,60%
20,s,g0-10,923.0,60%
20,s,g0-11,645.3,60%
20,s,g1-00,2908.1,60%
20,s,g1-01,3072.1,60%
20,s,g1-10,2795.5,60%
20,s,g1-11,2962.8,60%
21,i,g0-00,81.3,60%
21,i,g0-01,93.5,60%
21,i,g0-10,85.5,60%
21,i,g0-11,88.2,60%
21,i,g1-00,115.4,60%
21,i,g1-01,194.9,60%
21,i,g1-10,110.4,60%
21,i,g1-11,191.4,60%
21,r,g0-00,29.1,60%
21,r,g0-01,24.5,60%
21,r,g0-10,28.1,60%
21,r,g0-11,27.7,60%
21,r,g1-00,106.4,60%
21,r,g1-01,167.7,60%
21,r,g1-10,108.8,60%
21,r,g1-11,164.9,60%
21,s,g0-00,825.8,60%
21,s,g0-01,537.8,60%
21,s,g0-10,945.5,60%
21,s,g0-11,663.7,60%
21,s,g1-00,2842.0,60%
21,s,g1-01,2981.6,60%
21,s,g1-10,2721.7,60%
21,s,g1-11,2864.1,60%
22,i,g0-00,98.9,60%
22,i,g0-01,109.2,60%
22,i,g0-10,92.8,60%
22,i,g0-11,104.5,60%
22,i,g1-00,133.5,60%
22,i,g1-01,229.8,60%
22,i,g1-10,135.7,60%
22,i,g1-11,225.0,60%
22,r,g0-00,33.8,60%
22,r,g0-01,32.9,60%
22,r,g0-10,34.4,60%
22,r,g0-11,32.8,60%
22,r,g1-00,130.5,60%
22,r,g1-01,200.4,60%
22,r,g1-10,132.7,60%
22,r,g1-11,198.5,60%
22,s,g0-00,802.0,60%
22,s,g0-01,517.9,60%
22,s,g0-10,954.8,60%
22,s,g0-11,691.7,60%
22,s,g1-00,2801.3,60%
22,s,g1-01,2909.8,60%
22,s,g1-10,2649.6,60%
22,s,g1-11,2747.5,60%
23,i,g0-00,115.8,60%
23,i,g0-01,124.7,60%
23,i,g0-10,114.0,60%
23,i,g0-11,119.2,60%
23,i,g1-00,162.5,60%
23,i,g1-01,267.3,60%
23,i,g1-10,157.3,60%
23,i,g1-11,257.0,60%
23,r,g0-00,40.0,60%
23,r,g0-01,36.4,60%
23,r,g0-10,38.6,60%
23,r,g0-11,37.1,60%
23,r,g1-00,155.3,60%
23,r,g1-01,243.1,60%
23,r,g1-10,159.1,60%
23,r,g1-11,244.6,60%
23,s,g0-00,819.0,60%
23,s,g0-01,536.6,60%
23,s,g0-10,1001.8,60%
23,s,g0-11,710.9,60%
23,s,g1-00,2707.4,60%
23,s,g1-01,2791.9,60%
23,s,g1-10,2529.2,60%
23,s,g1-11,2631.2,60%
24,i,g0-00,135.1,60%
24,i,g0-01,135.2,60%
24,i,g0-10,127.5,60%
24,i,g0-11,131.3,60%
24,i,g1-00,182.8,60%
24,i,g1-01,307.8,60%
24,i,g1-10,183.3,60%
24,i,g1-11,302.3,60%
24,r,g0-00,50.4,60%
24,r,g0-01,45.8,60%
24,r,g0-10,45.8,60%
24,r,g0-11,43.7,60%
24,r,g1-00,186.9,60%
24,r,g1-01,294.7,60%
24,r,g1-10,188.4,60%
24,r,g1-11,292.4,60%
24,s,g0-00,820.8,60%
24,s,g0-01,542.9,60%
24,s,g0-10,1036.9,60%
24,s,g0-11,747.8,60%
24,s,g1-00,2624.0,60%
24,s,g1-01,2673.6,60%
24,s,g1-10,2418.1,60%
24,s,g1-11,2482.5,60%
25,i,g0-00,153.2,60%
25,i,g0-01,156.9,60%
25,i,g0-10,150.4,60%
25,i,g0-11,153.8,60%
25,i,g1-00,208.3,60%
25,i,g1-01,348.3,60%
25,i,g1-10,207.4,60%
25,i,g1-11,339.1,60%
25,r,g0-00,55.2,60%
25,r,g0-01,54.4,60%
25,r,g0-10,59.7,60%
25,r,g0-11,55.1,60%
25,r,g1-00,228.8,60%
25,r,g1-01,348.8,60%
25,r,g1-10,220.5,60%
25,r,g1-11,342.1,60%
25,s,g0-00,812.3,60%
25,s,g0-01,532.1,60%
25,s,g0-10,1064.0,60%
25,s,g0-11,781.3,60%
25,s,g1-00,2542.2,60%
25,s,g1-01,2559.5,60%
25,s,g1-10,2298.0,60%
25,s,g1-11,2328.6,60%
26,i,g0-00,171.5,60%
26,i,g0-01,177.3,60%
26,i,g0-10,172.3,60%
26,i,g0-11,173.7,60%
26,i,g1-00,239.4,60%
26,i,g1-01,389.4,60%
26,i,g1-10,230.1,60%
26,i,g1-11,374.6,60%
26,r,g0-00,66.8,60%
26,r,g0-01,70.4,60%
26,r,g0-10,66.5,60%
26,r,g0-11,58.0,60%
26,r,g1-00,269.5,60%
26,r,g1-01,404.7,60%
26,r,g1-10,264.5,60%
26,r,g1-11,407.1,60%
26,s,g0-00,813.6,60%
26,s,g0-01,532.7,60%
26,s,g0-10,1102.1,60%
26,s,g0-11,789.4,60%
26,s,g1-00,2439.2,60%
26,s,g1-01,2425.5,60%
26,s,g1-10,2164.5,60%
26,s,g1-11,2197.2,60%
27,i,g0-00,194.1,60%
27,i,g0-01,185.6,60%
27,i,g0-10,197.2,60%
27,i,g0-11,182.4,60%
27,i,g1-00,266.9,60%
27,i,g1-01,433.3,60%
27,i,g1-10,256.1,60%
27,i,g1-11,427.0,60%
27,r,g0-00,84.3,60%
27,r,g0-01,78.3,60%
27,r,g0-10,81.0,60%
27,r,g0-11,71.0,60%
27,r,g1-00,309.7,60%
27,r,g1-01,478.1,60%
27,r,g1-10,303.5,60%
27,r,g1-11,469.3,60%
27,s,g0-00,799.9,60%
27,s,g0-01,522.4,60%
27,s,g0-10,1132.3,60%
27,s,g0-11,834.2,60%
27,s,g1-00,2345.1,60%
27,s,g1-01,2302.3,60%
27,s,g1-10,2029.9,60%
27,s,g1-11,2016.1,60%
28,i,g0-00,216.7,60%
28,i,g0-01,211.5,60%
28,i,g0-10,211.7,60%
28,i,g0-11,209.4,60%
28,i,g1-00,292.7,60%
28,i,g1-01,477.8,60%
28,i,g1-10,285.6,60%
28,i,g1-11,455.1,60%
28,r,g0-00,93.5,60%
28,r,g0-01,81.5,60%
28,r,g0-10,93.5,60%
28,r,g0-11,84.5,60%
28,r,g1-00,366.5,60%
28,r,g1-01,562.6,60%
28,r,g1-10,357.5,60%
28,r,g1-11,538.0,60%
28,s,g0-00,778.0,60%
28,s,g0-01,487.6,60%
28,s,g0-10,1166.4,60%
28,s,g0-11,854.5,60%
28,s,g1-00,2252.6,60%
28,s,g1-01,2179.0,60%
28,s,g1-10,1885.3,60%
28,s,g1-11,1858.5,60%
29,i,g0-00,236.8,60%
29,i,g0-01,236.2,60%
29,i,g0-10,228.3,60%
29,i,g0-11,224.7,60%
29,i,g1-00,322.3,60%
29,i,g1-01,518.2,60%
29,i,g1-10,303.4,60%
29,i,g1-11,479.7,60%
29,r,g0-00,108.2,60%
29,r,g0-01,97.4,60%
29,r,g0-10,107.3,60%
29,r,g0-11,93.9,60%
29,r,g1-00,425.3,60%
29,r,g1-01,638.2,60%
29,r,g1-10,412.9,60%
29,r,g1-11,627.6,60%
29,s,g0-00,799.1,60%
29,s,g0-01,489.4,60%
29,s,g0-10,1199.6,60%
29,s,g0-11,880.2,60%
29,s,g1-00,2108.3,60%
29,s,g1-01,2020.6,60%
29,s,g1-10,1748.5,60%
29,s,g1-11,1693.9,60%
30,i,g0-00,253.8,60%
30,i,g0-01,255.1,60%
30,i,g0-10,237.6,60%
30,i,g0-11,232.8,60%
30,i,g1-00,349.2,60%
30,i,g1-01,551.7,60%
30,i,g1-10,323.3,60%
30,i,g1-11,507.0,60%
30,r,g0-00,128.0,60%
30,r,g0-01,112.1,60%
30,r,g0-10,120.4,60%
30,r,g0-11,107.0,60%
30,r,g1-00,482.0,60%
30,r,g1-01,725.3,60%
30,r,g1-10,475.5,60%
30,r,g1-11,714.2,60%
30,s,g0-00,775.1,60%
30,s,g0-01,471.5,60%
30,s,g0-10,1221.4,60%
30,s,g0-11,901.0,60%
30,s,g1-00,2011.9,60%
30,s,g1-01,1884.3,60%
30,s,g1-10,1621.8,60%
30,s,g1-11,1538.0,60%
31,i,g0-00,269.8,60%
31,i,g0-01,272.6,60%
31,i,g0-10,254.4,60%
31,i,g0-11,238.8,60%
31,i,g1-00,372.5,60%
31,i,g1-01,575.9,60%
31,i,g1-10,343.9,60%
31,i,g1-11,532.2,60%
31,r,g0-00,144.6,60%
31,r,g0-01,126.6,60%
31,r,g0-10,136.9,60%
31,r,g0-11,124.2,60%
31,r,g1-00,548.4,60%
31,r,g1-01,822.0,60%
31,r,g1-10,535.0,60%
31,r,g1-11,799.0,60%
31,s,g0-00,753.0,60%
31,s,g0-01,462.0,60%
31,s,g0-10,1252.0,60%
31,s,g0-11,912.0,60%
31,s,g1-00,1911.7,60%
31,s,g1-01,1740.9,60%
31,s,g1-10,1477.8,60%
31,s,g1-11,1393.8,60%
32,i,g0-00,283.9,60%
32,i,g0-01,270.5,60%
32,i,g0-10,262.9,60%
32,i,g0-11,245.6,60%
32,i,g1-00,392.5,60%
32,i,g1-01,606.9,60%
32,i,g1-10,360.4,60%
32,i,g1-11,541.9,60%
32,r,g0-00,155.6,60%
32,r,g0-01,144.5,60%
32,r,g0-10,152.6,60%
32,r,g0-11,139.5,60%
32,r,g1-00,625.6,60%
32,r,g1-01,918.5,60%
32,r,g1-10,599.8,60%
32,r,g1-11,888.9,60%
32,s,g0-00,727.7,60%
32,s,g0-01,446.9,60%
32,s,g0-10,1270.8,60%
32,s,g0-11,924.1,60%
32,s,g1-00,1814.7,60%
32,s,g1-01,1612.7,60%
32,s,g1-10,1353.5,60%
32,s,g1-11,1260.0,60%
33,i,g0-00,300.9,60%
33,i,g0-01,276.2,60%
33,i,g0-10,264.6,60%
33,i,g0-11,246.7,60%
33,i,g1-00,399.5,60%
33,i,g1-01,617.9,60%
33,i,g1-10,373.4,60%
33,i,g1-11,548.6,60%
33,r,g0-00,181.1,60%
33,r,g0-01,159.0,60%
33,r,g0-10,168.2,60%
33,r,g0-11,148.3,60%
33,r,g1-00,699.1,60%
33,r,g1-01,1027.8,60%
33,r,g1-10,668.5,60%
33,r,g1-11,987.0,60%
33,s,g0-00,739.0,60%
33,s,g0-01,409.0,60%
33,s,g0-10,1275.4,60%
33,s,g0-11,918.1,60%
33,s,g1-00,1680.4,60%
33,s,g1-01,1510.1,60%
33,s,g1-10,1249.9,60%
33,s,g1-11,1151.3,60%
34,i,g0-00,309.8,60%
34,i,g0-01,283.2,60%
34,i,g0-10,278.8,60%
34,i,g0-11,246.0,60%
34,i,g1-00,412.3,60%
34,i,g1-01,624.4,60%
34,i,g1-10,370.2,60%
34,i,g1-11,554.2,60%
34,r,g0-00,205.1,60%
34,r,g0-01,177.8,60%
34,r,g0-10,187.6,60%
34,r,g0-11,167.6,60%
34,r,g1-00,766.3,60%
34,r,g1-01,1134.1,60%
34,r,g1-10,736.9,60%
34,r,g1-11,1077.3,60%
34,s,g0-00,697.0,60%
34,s,g0-01,398.6,60%
34,s,g0-10,1298.6,60%
34,s,g0-11,906.7,60%
34,s,g1-00,1609.5,60%
34,s,g1-01,1381.9,60%
34,s,g1-10,1127.9,60%
34,s,g1-11,1048.2,60%
35,i,g0-00,317.2,60%
35,i,g0-01,278.1,60%
35,i,g0-10,270.1,60%
35,i,g0-11,258.4,60%
35,i,g1-00,415.2,60%
35,i,g1-01,624.1,60%
35,i,g1-10,385.5,60%
35,i,g1-11,539.4,60%
35,r,g0-00,218.8,60%
35,r,g0-01,197.6,60%
35,r,g0-10,204.8,60%
35,r,g0-11,185.3,60%
35,r,g1-00,851.3,60%
35,r,g1-01,1242.4,60%
35,r,g1-10,809.6,60%
35,r,g1-11,1164.0,60%
35,s,g0-00,685.3,60%
35,s,g0-01,378.1,60%
35,s,g0-10,1280.4,60%
35,s,g0-11,901.4,60%
35,s,g1-00,1512.2,60%
35,s,g1-01,1279.7,60%
35,s,g1-10,1049.6,60%
35,s,g1-11,951.5,60%
36,i,g0-00,310.9,60%
