,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-01,2
2,0,i,g0-10,1
3,0,i,g0-11,1
4,0,i,g1-00,1
5,0,i,g1-01,2
6,0,i,g1-10,3
7,0,i,g1-11,3
8,0,s,g0-00,1183
9,0,s,g0-01,835
10,0,s,g0-10,1193
11,0,s,g0-11,799
12,0,s,g1-00,2813
13,0,s,g1-01,3161
14,0,s,g1-10,2803
15,0,s,g1-11,3197
16,1,i,g0-00,4
17,1,i,g0-01,2
18,1,i,g0-11,1
19,1,i,g1-00,2
20,1,i,g1-01,1
21,1,i,g1-10,3
22,1,i,g1-11,2
23,1,r,g0-01,2
24,1,r,g1-10,1
25,1,r,g1-11,1
26,1,s,g0-00,1173
27,1,s,g0-01,793
28,1,s,g0-10,1231
29,1,s,g0-11,818
30,1,s,g1-00,2821
31,1,s,g1-01,3202
32,1,s,g1-10,2765
33,1,s,g1-11,3178
34,2,i,g0-00,3
35,2,i,g0-01,2
36,2,i,g0-10,2
37,2,i,g0-11,1
38,2,i,g1-00,3
39,2,i,g1-01,2
40,2,i,g1-10,1
41,2,i,g1-11,2
42,2,r,g0-01,1
43,2,r,g0-10,1
44,2,r,g1-01,1
45,2,r,g1-10,1
46,2,r,g1-11,1
47,2,s,g0-00,1189
48,2,s,g0-01,824
49,2,s,g0-10,1165
50,2,s,g0-11,794
51,2,s,g1-00,2805
52,2,s,g1-01,3170
53,2,s,g1-10,2830
54,2,s,g1-11,3202
55,3,i,g0-00,5
56,3,i,g0-01,2
57,3,i,g0-10,1
58,3,i,g0-11,1
59,3,i,g1-00,1
60,3,i,g1-01,3
61,3,i,g1-10,2
62,3,i,g1-11,2
63,3,r,g0-00,1
64,3,r,g0-10,1
65,3,r,g0-11,1
66,3,r,g1-00,1
67,3,r,g1-01,2
68,3,r,g1-10,1
69,3,r,g1-11,1
70,3,s,g0-00,1122
71,3,s,g0-01,820
72,3,s,g0-10,1236
73,3,s,g0-11,776
74,3,s,g1-00,2870
75,3,s,g1-01,3173
76,3,s,g1-10,2759
77,3,s,g1-11,3219
78,4,i,g0-00,2
79,4,i,g0-01,2
80,4,i,g0-10,3
81,4,i,g0-11,3
82,4,i,g1-00,1
83,4,i,g1-01,5
84,4,i,g1-11,2
85,4,r,g0-00,1
86,4,r,g0-01,1
87,4,r,g0-11,1
88,4,r,g1-00,4
89,4,r,g1-01,2
90,4,r,g1-10,2
91,4,r,g1-11,2
92,4,s,g0-00,1212
93,4,s,g0-01,767
94,4,s,g0-10,1192
95,4,s,g0-11,852
96,4,s,g1-00,2780
