,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-01,3
2,0,i,g0-10,3
3,0,i,g0-11,2
4,0,i,g1-00,1
5,0,i,g1-01,1
6,0,i,g1-10,1
7,0,i,g1-11,2
8,0,s,g0-00,1200
9,0,s,g0-01,792
10,0,s,g0-10,1188
11,0,s,g0-11,837
12,0,s,g1-00,2796
13,0,s,g1-01,3204
14,0,s,g1-10,2808
15,0,s,g1-11,3159
16,1,i,g0-00,3
17,1,i,g0-10,2
18,1,i,g0-11,2
19,1,i,g1-00,1
20,1,i,g1-01,4
21,1,i,g1-10,2
22,1,i,g1-11,3
23,1,r,g1-01,1
24,1,r,g1-11,1
25,1,s,g0-00,1156
26,1,s,g0-01,797
27,1,s,g0-10,1177
28,1,s,g0-11,809
29,1,s,g1-00,2840
30,1,s,g1-01,3198
31,1,s,g1-10,2819
32,1,s,g1-11,3185
33,2,i,g0-00,2
34,2,i,g0-01,3
35,2,i,g0-10,3
36,2,i,g0-11,3
37,2,i,g1-00,2
38,2,i,g1-01,2
39,2,i,g1-10,1
40,2,i,g1-11,1
41,2,r,g0-00,1
42,2,r,g0-10,1
43,2,r,g1-01,2
44,2,r,g1-10,1
45,2,r,g1-11,3
46,2,s,g0-00,1224
47,2,s,g0-01,831
48,2,s,g0-10,1259
49,2,s,g0-11,821
50,2,s,g1-00,2771
51,2,s,g1-01,3162
52,2,s,g1-10,2735
53,2,s,g1-11,3172
54,3,i,g0-00,4
55,3,i,g0-01,3
56,3,i,g0-10,4
57,3,i,g0-11,1
58,3,i,g1-00,2
59,3,i,g1-01,4
60,3,i,g1-10,2
61,3,i,g1-11,3
62,3,r,g0-00,1
63,3,r,g0-01,1
64,3,r,g0-10,1
65,3,r,g0-11,1
66,3,r,g1-00,1
67,3,r,g1-01,1
68,3,r,g1-10,1
69,3,r,g1-11,3
70,3,s,g0-00,1196
71,3,s,g0-01,797
72,3,s,g0-10,1239
73,3,s,g0-11,840
74,3,s,g1-00,2796
75,3,s,g1-01,3194
76,3,s,g1-10,2753
77,3,s,g1-11,3152
78,4,i,g0-00,4
79,4,i,g0-01,3
80,4,i,g0-10,4
81,4,i,g0-11,2
82,4,i,g1-00,4
83,4,i,g1-01,7
84,4,i,g1-10,2
85,4,i,g1-11,4
86,4,r,g0-00,2
87,4,r,g0-01,1
88,4,r,g0-11,1
89,4,r,g1-01,2
90,4,r,g1-10,2
91,4,r,g1-11,1
92,4,s,g0-00,1233
93,4,s,g0-01,791
94,4,s,g0-10,1227
