,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-11,1
2,0,i,g1-00,1
3,0,i,g1-01,4
4,0,i,g1-10,4
5,0,i,g1-11,3
6,0,s,g0-00,1212
7,0,s,g0-01,783
8,0,s,g0-10,1224
9,0,s,g0-11,857
10,0,s,g1-00,2784
11,0,s,g1-01,3213
12,0,s,g1-10,2772
13,0,s,g1-11,3139
14,1,i,g0-00,2
15,1,i,g0-01,1
16,1,i,g0-10,4
17,1,i,g0-11,4
18,1,i,g1-00,4
19,1,i,g1-01,3
20,1,i,g1-11,3
21,1,r,g0-10,1
22,1,s,g0-00,1181
23,1,s,g0-01,834
24,1,s,g0-10,1202
25,1,s,g0-11,880
26,1,s,g1-00,2813
27,1,s,g1-01,3162
28,1,s,g1-10,2793
29,1,s,g1-11,3113
30,2,i,g0-00,7
31,2,i,g0-10,4
32,2,i,g0-11,5
33,2,i,g1-00,4
34,2,i,g1-01,3
35,2,i,g1-11,3
36,2,r,g0-00,1
37,2,r,g1-01,1
38,2,r,g1-10,1
39,2,s,g0-00,1152
40,2,s,g0-01,788
41,2,s,g0-10,1240
42,2,s,g0-11,834
43,2,s,g1-00,2836
44,2,s,g1-01,3208
45,2,s,g1-10,2755
46,2,s,g1-11,3158
47,3,i,g0-00,7
48,3,i,g0-01,2
49,3,i,g0-10,3
50,3,i,g0-11,1
51,3,i,g1-00,4
52,3,i,g1-01,3
53,3,i,g1-10,4
54,3,i,g1-11,6
55,3,r,g0-00,1
56,3,r,g0-10,1
57,3,r,g1-01,2
58,3,r,g1-11,1
59,3,s,g0-00,1214
60,3,s,g0-01,829
61,3,s,g0-10,1219
62,3,s,g0-11,833
63,3,s,g1-00,2774
64,3,s,g1-01,3164
65,3,s,g1-10,2773
66,3,s,g1-11,3159
67,4,i,g0-00,6
68,4,i,g0-01,4
69,4,i,g0-10,4
70,4,i,g0-11,7
71,4,i,g1-00,7
72,4,i,g1-01,6
73,4,i,g1-10,4
74,4,i,g1-11,4
75,4,r,g0-01,1
76,4,r,g0-10,1
77,4,r,g1-00,1
78,4,r,g1-01,1
79,4,r,g1-11,2
80,4,s,g0-00,1213
81,4,s,g0-01,809
82,4,s,g0-10,1195
83,4,s,g0-11,857
84,4,s,g1-00,2773
85,4,s,g1-01,3179
86,4,s,g1-10,2796
87,4,s,g1-11,3130
88,5,i,g0-00,3
89,5,i,g0-01,3
90,5,i,g0-10,4
91,5,i,g0-11,6
92,5,i,g1-00,7
93,5,i,g1-01,6
94,5,i,g1-10,5
95,5,i,g1-11,6
96,5,r,g0-00,3
97,5,r,g1-00,2
98,5,r,g1-01,3
99,5,r,g1-10,2
100,5,r,g1-11,3
101,5,s,g0-00,1243
102,5,s,g0-01,866
103,5,s,g0-10,1209
104,5,s,g0-11,788
105,5,s,g1-00,2742
106,5,s,g1-01,3122
107,5,s,g1-10,2780
108,5,s,g1-11,3197
109,6,i,g0-00,8
110,6,i,g0-01,5
111,6,i,g0-10,6
112,6,i,g0-11,9
113,6,i,g1-00,5
114,6,i,g1-01,5
115,6,i,g1-10,4
116,6,i,g1-11,7
117,6,r,g0-00,2
118,6,r,g0-01,1
119,6,r,g0-11,2
120,6,r,g1-00,4
121,6,r,g1-01,4
122,6,r,g1-10,5
123,6,r,g1-11,2
124,6,s,g0-00,1215
125,6,s,g0-01,769
126,6,s,g0-10,1173
127,6,s,g0-11,811
128,6,s,g1-00,2766
129,6,s,g1-01,3216
130,6,s,g1-10,2812
131,6,s,g1-11,3169
132,7,i,g0-00,6
133,7,i,g0-01,6
