,time,infection_status,risk_group,count
0,0,i,g0-00,3
1,0,i,g0-01,2
2,0,i,g0-10,2
3,0,i,g0-11,2
4,0,i,g1-00,1
5,0,i,g1-01,2
6,0,i,g1-10,2
7,0,i,g1-11,2
8,0,s,g0-00,1170
9,0,s,g0-01,814
10,0,s,g0-10,1167
11,0,s,g0-11,826
12,0,s,g1-00,2826
13,0,s,g1-01,3182
14,0,s,g1-10,2829
15,0,s,g1-11,3170
16,1,i,g0-00,3
17,1,i,g0-01,2
18,1,i,g0-10,2
19,1,i,g0-11,1
20,1,i,g1-00,3
21,1,i,g1-01,5
22,1,i,g1-10,1
23,1,i,g1-11,3
24,1,r,g1-00,1
25,1,r,g1-01,1
26,1,r,g1-10,1
27,1,r,g1-11,1
28,1,s,g0-00,1206
29,1,s,g0-01,801
30,1,s,g0-10,1263
31,1,s,g0-11,827
32,1,s,g1-00,2787
33,1,s,g1-01,3191
34,1,s,g1-10,2733
35,1,s,g1-11,3168
36,2,i,g0-00,3
37,2,i,g0-01,2
38,2,i,g0-10,3
39,2,i,g0-11,3
40,2,i,g1-00,4
41,2,i,g1-01,5
42,2,i,g1-10,1
43,2,i,g1-11,3
44,2,r,g0-01,1
45,2,r,g0-11,1
46,2,r,g1-00,1
47,2,r,g1-01,3
48,2,r,g1-10,1
49,2,s,g0-00,1157
50,2,s,g0-01,804
51,2,s,g0-10,1190
52,2,s,g0-11,836
53,2,s,g1-00,2835
54,2,s,g1-01,3185
55,2,s,g1-10,2805
56,2,s,g1-11,3157
57,3,i,g0-00,4
58,3,i,g0-01,4
59,3,i,g0-10,3
60,3,i,g0-11,3
61,3,i,g1-00,6
62,3,i,g1-01,6
63,3,i,g1-10,1
64,3,i,g1-11,3
65,3,r,g0-01,1
66,3,r,g0-11,2
67,3,r,g1-00,1
68,3,r,g1-01,4
69,3,r,g1-10,1
70,3,r,g1-11,1
71,3,s,g0-00,1204
72,3,s,g0-01,815
73,3,s,g0-10,1197
74,3,s,g0-11,848
75,3,s,g1-00,2785
76,3,s,g1-01,3170
77,3,s,g1-10,2798
78,3,s,g1-11,3143
79,4,i,g0-00,4
80,4,i,g0-01,5
81,4,i,g0-10,1
82,4,i,g0-11,5
83,4,i,g1-00,7
84,4,i,g1-01,6
85,4,i,g1-10,5
86,4,i,g1-11,2
87,4,r,g0-00,1
88,4,r,g0-01,2
89,4,r,g0-11,1
90,4,r,g1-00,1
91,4,r,g1-01,5
92,4,r,g1-10,3
93,4,r,g1-11,4
94,4,s,g0-00,1149
95,4,s,g0-01,801
96,4,s,g0-10,1211
