,time,infection_status,risk_group,count
0,0,i,g0-00,4
1,0,i,g0-01,3
2,0,i,g0-10,2
3,0,i,g0-11,3
4,0,i,g1-01,1
5,0,i,g1-10,2
6,0,i,g1-11,1
7,0,s,g0-00,1197
8,0,s,g0-01,845
9,0,s,g0-10,1151
10,0,s,g0-11,813
11,0,s,g1-00,2799
12,0,s,g1-01,3151
13,0,s,g1-10,2845
14,0,s,g1-11,3183
15,1,i,g0-00,2
16,1,i,g0-01,2
17,1,i,g0-10,3
18,1,i,g0-11,2
19,1,i,g1-00,3
20,1,i,g1-01,3
21,1,i,g1-11,1
22,1,r,g0-11,1
23,1,r,g1-01,1
24,1,r,g1-10,1
25,1,s,g0-00,1213
26,1,s,g0-01,792
27,1,s,g0-10,1200
28,1,s,g0-11,832
29,1,s,g1-00,2782
30,1,s,g1-01,3202
31,1,s,g1-10,2796
32,1,s,g1-11,3164
33,2,i,g0-00,2
34,2,i,g0-01,2
35,2,i,g0-10,1
36,2,i,g0-11,1
37,2,i,g1-00,3
38,2,i,g1-01,3
39,2,i,g1-10,2
40,2,i,g1-11,2
41,2,r,g0-01,1
42,2,r,g0-10,1
43,2,r,g0-11,1
44,2,r,g1-00,1
45,2,r,g1-01,1
46,2,r,g1-10,1
47,2,s,g0-00,1229
48,2,s,g0-01,779
49,2,s,g0-10,1213
50,2,s,g0-11,822
51,2,s,g1-00,2765
52,2,s,g1-01,3214
53,2,s,g1-10,2782
54,2,s,g1-11,3174
55,3,i,g0-00,2
56,3,i,g0-01,2
57,3,i,g0-11,2
58,3,i,g1-00,3
59,3,i,g1-01,1
60,3,i,g1-10,2
61,3,i,g1-11,1
62,3,r,g0-00,1
63,3,r,g0-01,1
64,3,r,g0-10,3
65,3,r,g0-11,2
66,3,r,g1-00,1
67,3,r,g1-01,3
68,3,r,g1-10,1
69,3,s,g0-00,1189
70,3,s,g0-01,794
71,3,s,g0-10,1200
72,3,s,g0-11,842
73,3,s,g1-00,2804
74,3,s,g1-01,3199
75,3,s,g1-10,2794
76,3,s,g1-11,3153
77,4,i,g0-00,3
78,4,i,g0-01,1
79,4,i,g0-10,1
80,4,i,g0-11,1
81,4,i,g1-00,4
82,4,i,g1-01,4
83,4,i,g1-10,2
84,4,i,g1-11,5
85,4,r,g0-00,1
86,4,r,g0-10,2
87,4,r,g1-00,1
88,4,r,g1-01,4
89,4,r,g1-10,2
90,4,r,g1-11,2
91,4,s,g0-00,1224
92,4,s,g0-01,845
93,4,s,g0-10,1220
94,4,s,g0-11,856
95,4,s,g1-00,2767
96,4,s,g1-01,3146
97,4,s,g1-10,2773
98,4,s,g1-11,3136
99,5,i,g0-00,4
100,5,i,g0-01,1
101,5,i,g0-10,4
102,5,i,g0-11,6
103,5,i,g1-00,2
104,5,i,g1-01,7
105,5,i,g1-10,1
106,5,i,g1-11,3
107,5,r,g0-00,2
108,5,r,g0-01,1
109,5,r,g0-10,1
110,5,r,g0-11,2
111,5,r,g1-00,1
112,5,r,g1-01,5
113,5,r,g1-10,3
114,5,r,g1-11,1
115,5,s,g0-00,1225
116,5,s,g0-01,814
117,5,s,g0-10,1181
118,5,s,g0-11,817
119,5,s,g1-00,2766
120,5,s,g1-01,3172
121,5,s,g1-10,2810
122,5,s,g1-11,3171
123,6,i,g0-00,3
124,6,i,g0-01,5
125,6,i,g0-10,2
126,6,i,g0-11,5
127,6,i,g1-00,3
128,6,i,g1-01,5
129,6,i,g1-10,3
130,6,i,g1-11,8
131,6,r,g0-00,2
132,6,r,g0-01,1
133,6,r,g0-10,2
134,6,r,g0-11,1
135,6,r,g1-00,4
136,6,r,g1-01,6
137,6,r,g1-10,3
138,6,r,g1-11,5
139,6,s,g0-00,1234
140,6,s,g0-01,817
141,6,s,g0-10,1199
142,6,s,g0-11,810
143,6,s,g1-00,2754
144,6,s,g1-01,3166
145,6,s,g1-10,2791
146,6,s,g1-11,3171
147,7,i,g0-00,5
148,7,i,g0-01,3
149,7,i,g0-10,5
150,7,i,g0-11,6
151,7,i,g1-00,2
152,7,i,g1-01,7
153,7,i,g1-10,3
154,7,i,g1-11,9
155,7,r,g0-00,2
156,7,r,g0-01,3
157,7,r,g0-11,2
158,7,r,g1-00,7
159,7,r,g1-01,7
160,7,r,g1-10,5
161,7,r,g1-11,6
162,7,s,g0-00,1223
163,7,s,g0-01,804
164,7,s,g0-10,1217
165,7,s,g0-11,804
166,7,s,g1-00,2761
167,7,s,g1-01,3176
168,7,s,g1-10,2770
169,7,s,g1-11,3173
170,8,i,g0-00,5
171,8,i,g0-01,5
172,8,i,g0-10,2
173,8,i,g0-11,5
174,8,i,g1-00,4
175,8,i,g1-01,7
176,8,i,g1-10,5
177,8,i,g1-11,10
178,8,r,g0-00,2
179,8,r,g0-01,5
180,8,r,g0-10,2
181,8,r,g0-11,3
182,8,r,g1-00,9
183,8,r,g1-01,7
184,8,r,g1-10,6
185,8,r,g1-11,11
186,8,s,g0-00,1210
187,8,s,g0-01,799
188,8,s,g0-10,1198
189,8,s,g0-11,802
190,8,s,g1-00,2770
191,8,s,g1-01,3177
192,8,s,g1-10,2787
193,8,s,g1-11,3169
194,9,i,g0-00,7
195,9,i,g0-01,12
196,9,i,g0-10,3
197,9,i,g0-11,6
198,9,i,g1-00,5
199,9,i,g1-01,7
200,9,i,g1-10,8
201,9,i,g1-11,10
202,9,r,g0-00,3
203,9,r,g0-10,3
204,9,r,g0-11,3
205,9,r,g1-00,11
206,9,r,g1-01,13
207,9,r,g1-10,6
208,9,r,g1-11,15
209,9,s,g0-00,1187
210,9,s,g0-01,879
211,9,s,g0-10,1224
212,9,s,g0-11,902
213,9,s,g1-00,2787
214,9,s,g1-01,3089
215,9,s,g1-10,2756
216,9,s,g1-11,3064
217,10,i,g0-00,8
218,10,i,g0-01,7
219,10,i,g0-10,4
220,10,i,g0-11,10
221,10,i,g1-00,3
222,10,i,g1-01,13
223,10,i,g1-10,5
224,10,i,g1-11,8
225,10,r,g0-00,3
226,10,r,g0-10,7
227,10,r,g0-11,2
228,10,r,g1-00,12
229,10,r,g1-01,15
230,10,r,g1-10,6
231,10,r,g1-11,17
232,10,s,g0-00,1202
233,10,s,g0-01,797
234,10,s,g0-10,1242
235,10,s,g0-11,837
236,10,s,g1-00,2772
237,10,s,g1-01,3168
238,10,s,g1-10,2736
239,10,s,g1-11,3126
240,11,i,g0-00,4
241,11,i,g0-01,4
242,11,i,g0-10,6
243,11,i,g0-11,9
244,11,i,g1-00,5
245,11,i,g1-01,13
246,11,i,g1-10,8
247,11,i,g1-11,11
248,11,r,g0-00,6
249,11,r,g0-01,5
250,11,r,g0-10,4
251,11,r,g0-11,3
252,11,r,g1-00,13
253,11,r,g1-01,16
254,11,r,g1-10,10
255,11,r,g1-11,20
256,11,s,g0-00,1167
257,11,s,g0-01,805
258,11,s,g0-10,1199
259,11,s,g0-11,819
260,11,s,g1-00,2805
261,11,s,g1-01,3157
262,11,s,g1-10,2773
263,11,s,g1-11,3138
264,12,i,g0-00,9
265,12,i,g0-01,7
266,12,i,g0-10,11
267,12,i,g0-11,11
268,12,i,g1-00,2
269,12,i,g1-01,9
270,12,i,g1-10,6
271,12,i,g1-11,11
272,12,r,g0-00,6
273,12,r,g0-01,4
274,12,r,g0-10,5
275,12,r,g0-11,9
276,12,r,g1-00,14
277,12,r,g1-01,23
278,12,r,g1-10,12
279,12,r,g1-11,20
280,12,s,g0-00,1234
281,12,s,g0-01,843
282,12,s,g0-10,1271
283,12,s,g0-11,865
284,12,s,g1-00,2735
285,12,s,g1-01,3114
286,12,s,g1-10,2695
287,12,s,g1-11,3084
288,13,i,g0-00,8
289,13,i,g0-01,5
290,13,i,g0-10,9
291,13,i,g0-11,9
292,13,i,g1-00,8
293,13,i,g1-01,10
294,13,i,g1-10,8
295,13,i,g1-11,16
296,13,r,g0-00,6
297,13,r,g0-01,5
298,13,r,g0-10,4
299,13,r,g0-11,10
300,13,r,g1-00,16
301,13,r,g1-01,24
302,13,r,g1-10,16
303,13,r,g1-11,24
304,13,s,g0-00,1222
305,13,s,g0-01,853
306,13,s,g0-10,1304
307,13,s,g0-11,848
308,13,s,g1-00,2740
309,13,s,g1-01,3103
