,time,infection_status,risk_group,count
0,0,i,g0-00,1
1,0,i,g0-01,1
2,0,i,g0-10,3
3,0,i,g0-11,2
4,0,i,g1-00,3
5,0,i,g1-01,3
6,0,i,g1-10,1
7,0,i,g1-11,2
8,0,s,g0-00,1157
9,0,s,g0-01,789
10,0,s,g0-10,1193
11,0,s,g0-11,843
12,0,s,g1-00,2839
13,0,s,g1-01,3207
14,0,s,g1-10,2803
15,0,s,g1-11,3153
16,1,i,g0-00,3
17,1,i,g0-01,1
18,1,i,g0-10,3
19,1,i,g1-00,2
20,1,i,g1-01,4
21,1,i,g1-10,1
22,1,i,g1-11,5
23,1,r,g1-10,1
24,1,s,g0-00,1194
25,1,s,g0-01,807
26,1,s,g0-10,1225
27,1,s,g0-11,788
28,1,s,g1-00,2801
29,1,s,g1-01,3188
30,1,s,g1-10,2770
31,1,s,g1-11,3207
32,2,i,g0-00,4
33,2,i,g0-01,3
34,2,i,g0-10,2
35,2,i,g0-11,2
36,2,i,g1-00,3
37,2,i,g1-01,3
38,2,i,g1-10,1
39,2,i,g1-11,5
40,2,r,g0-10,1
41,2,r,g1-01,1
42,2,r,g1-10,1
43,2,r,g1-11,1
44,2,s,g0-00,1176
45,2,s,g0-01,866
46,2,s,g0-10,1206
47,2,s,g0-11,842
48,2,s,g1-00,2817
49,2,s,g1-01,3127
50,2,s,g1-10,2789
51,2,s,g1-11,3150
52,3,i,g0-00,4
53,3,i,g0-01,2
54,3,i,g0-10,1
55,3,i,g0-11,6
56,3,i,g1-00,2
57,3,i,g1-01,3
58,3,i,g1-10,2
59,3,i,g1-11,3
60,3,r,g1-00,1
61,3,r,g1-01,3
62,3,r,g1-10,2
63,3,r,g1-11,1
64,3,s,g0-00,1174
65,3,s,g0-01,823
66,3,s,g0-10,1184
67,3,s,g0-11,811
68,3,s,g1-00,2819
69,3,s,g1-01,3169
70,3,s,g1-10,2811
71,3,s,g1-11,3179
72,4,i,g0-00,6
73,4,i,g0-10,2
74,4,i,g0-11,4
75,4,i,g1-00,2
76,4,i,g1-01,5
77,4,i,g1-10,1
78,4,i,g1-11,3
79,4,r,g0-00,1
80,4,r,g0-01,2
81,4,r,g0-11,1
82,4,r,g1-00,1
83,4,r,g1-01,1
84,4,r,g1-10,3
85,4,r,g1-11,3
86,4,s,g0-00,1182
87,4,s,g0-01,832
88,4,s,g0-10,1221
89,4,s,g0-11,806
